,movie,sentence,score,movieCd,movieNm
7252,늑대사냥,ㅋㅋㅋㅋ 전혀 예측도 못했다 판을 뒤집네,1,20211472,늑대사냥
7256,극장판 헬로카봇: 수상한 마술단의 비밀,애들 보기에 좋아요,7,20226670,극장판 헬로카봇: 수상한 마술단의 비밀
7259,컴백홈,와..  이만한 배우들 가지고 이렇게 만들기도 쉽지않겠네. 영화시작한지 30분 지나가는데 헛탈한 웃음 한번 나왔다. ,1,20217624,컴백홈
7261,인생은 아름다워,진짜 눈물콧물 다 빼고 왔습니다.. 넘 감동적인 부분과 가슴 먹먹한 장면들이 많아 오열했네요 ㅠㅠ 제 인생 영화가 됐습니다!!! 다들 이 영화를 보시고 마음 속 따뜻함을 느껴보시면 좋겠어요. 인생은 아름다워 최고!!,10,19990140,인생은 아름다워
7263,늑대사냥,이영화안에서 체했다고 손따달라고 그냥 골로가겠는데,1,20211472,늑대사냥
7265,늑대사냥,이게 피가 많이 나와서 평이 박한듣한대 전 재미있게 봤습니다 흥행이 안되서 시리즈 제작은 안될거같아도 이런 장르물을 시도한거 자체가 너무 좋습니다,10,20211472,늑대사냥
7268,육사오(6/45),제일 압권으로 웃겼던 기억은 이이경 독일어 번역 장면에 이은 교배잘시켜 평양가는 차에올라탄 고경표의 꽃목걸이와 어이없는 팔인사 ㅎ,8,20217826,육사오(6/45)
7269,늑대사냥,뭐냐 이게 진짜 영화 맞지?,1,20211472,늑대사냥
7272,늑대사냥,서인국 죽고 나서부터 영화 끝났다고 보면되,2,20211472,늑대사냥
7274,게이트,평점 8점이라.. 100점 만점에 8점인거지?,1,20189663,게이트
7275,늑대사냥,이것도 시즌2  나오게 끝나네 ㅋ,10,20211472,늑대사냥
7276,나를 죽여줘,"평점이 높아 아무 생각없이 보러왔습니다.평일 늦은 시간이라 영화관에 저 혼자서 영화를 봤네요. 장애인 관련 주제라기에 그저 그런 불편함과 신파겠거니, 오늘 밤에좀 울고싶기도 했습니다. 근데요. 중풍에 걸려 힘들게 돌아가신 아버지의 모습이 비춰질거라 생각지도 못했습니다. 정말 목놓아 울었습니다. 지체장애 아들이 흔해빠진 사랑한다고 한말을요.. 사지 멀쩡한 저는 끝내 못했었습니다. 이미 늦어버릴대로 늦어버렸지만 내일 일빼고 아버지 산소에가서 사랑한다고 사랑했다고 말씀드리고 싶습니다. 다들 부모님들께 전화 한통씩 해요. ",10,20209349,나를 죽여줘
7281,늑대사냥,영화중반까지도 감독이 전하고자 하는 의미나 스토리를 모르겠음 잔인하게 사람만 죽이는데 만든사람 정신 이해불가,1,20211472,늑대사냥
7283,늑대사냥,딱 1시간째부터 프랑켄슈타인+프레데터로 변신 그리고 망치에 헤딩하는 우뢰매보다 못한 영화,1,20211472,늑대사냥
7287,리벤져,최악이다  진짜  같이 본 사람도 그런다 즈그들도 재미없는걸 알지않을까,1,20182981,리벤져
7288,바람이 분다,"지로의 꿈과 열정 그리고 사랑은 파멸로 갔다. 지로가 꿈꾸었던 비행은 추락을 위한 비행이 되었고, 바람은 지로와 나호코의 사랑을 이어주지만 시절은 그들을 갈라 놓았다. 어디에도 전쟁을 미화한 지점은 보이지 않는다. 이토록 슬픈 사랑 이야기. 지로의 순수와 연약한 나호코의 뒷모습을 잊을 수 없다. ",10,20217170,바람이 분다
7289,바람이 분다,"지로의 꿈과 열정 그리고 사랑은 파멸로 갔다. 지로가 꿈꾸었던 비행은 추락을 위한 비행이 되었고, 바람은 지로와 나호코의 사랑을 이어주지만 시절은 그들을 갈라 놓았다. 어디에도 전쟁을 미화한 지점은 보이지 않는다. 이토록 슬픈 사랑 이야기. 지로의 순수와 연약한 나호코의 뒷모습을 잊을 수 없다. ",10,20132082,바람이 분다
7297,늑대사냥,"감독 사이코패스?작품성,연출성등 당연히 0점      연기잘하는   배우 이미지가 아깝다. ",1,20211472,늑대사냥
7305,마녀(魔女) Part2. The Other One,"영상미는 수준급이나 시나리오 최악, 연출력 극악. 오글거리는 대사 끔찍. 외국영화 어디서 본 듯한 클리세 범벅. 뻔히 예상되는 전개에 식상함 최고. 죄송하지만 감독의 감각과 재능이 너무 미흡하다는 일관된 생각이 영화 러닝타임 내내 머릿속을 맴도네요. ",2,20224882,마녀(魔女) Part2. The Other One
7309,인생은 아름다워,엄마는 치트키지,7,19990140,인생은 아름다워
7310,늑대사냥,감독님!! 다죽이면어떻게해요~~주인공도죽이고 부주인공도다죽이면 어떻게해요!!,2,20211472,늑대사냥
7313,늑대사냥,"정육점2시간 구경하는게 더잼날듯,,",1,20211472,늑대사냥
7314,오! 마이 고스트,어휴 이 영화는 킬링 타임용도 안되는군요,3,20216224,오! 마이 고스트
7315,인생은 아름다워,영화 너무 좋았어요~감동 그자체~울다가 웃다가  배우분들의 연기도 최고최고,10,19990140,인생은 아름다워
7318,늑대사냥,아주 못봐줄 정도는 아니고 초반엔 재밌습니다,4,20211472,늑대사냥
7321,늑대사냥,쓰래기영화 돈도 버리고 시간도 버리고 ,1,20211472,늑대사냥
7322,공조2: 인터내셔날,나쁘진않은데 그저 그렇네요 킬링 타임용인듯합니다,7,20215601,공조2: 인터내셔날
7323,빽 투 더 퓨쳐,그 어떤 시간 여행 영화도 이기지 못할 영화,10,19870114,빽 투 더 퓨쳐
7324,늑대사냥,도저히 못봐줄 정도로 잔인하네요. 너무 쓸데없이 잔인해서보기가 힘들정도입니다. 다른 평을 뭐 하고 싶지도 않아요,2,20211472,늑대사냥
7325,늑대사냥,난 재미있던데...이런 장르 좋아함...ㅎ,10,20211472,늑대사냥
7326,인생은 아름다워,"보고 또 봐도 보고싶은 영화,, 여기까지 와서 리뷰 달지 않는데 정말 좋은 영화라 추천하고 싶어 남겨봅니다.. 노래도 좋고 배우들이 믿고보는 배우라 보게됩니다..",10,19990140,인생은 아름다워
7329,신세계,말해뭐해 30번넘게봐도 재밌어,10,20124401,신세계
7330,남과 여,"40대는 공감될 정서의 영화~~20대 30대는 불륜이라고 보겠지만정신없이 애키우고 직장다니고 30대다 보내고나를 잊고 애엄마 애아빠로 바쁘게 살다가 40대되면 이영화는 단순한 불륜의 영화로 느껴지진않네요. 맘이 아퍼서 참 현실적인 삶과 오롯이 나만을 생각하는 사랑...번뇌하죠 누군 책임감이라는 단어로 자기를 누르고 가정을 택하고,누군가는...또다른생각을 하고감독님 상업적이진않는게 이해안되지만 좋은 영화..계속 찍어주세요",10,20145502,남과 여
7331,남과 여,"40대는 공감될 정서의 영화~~20대 30대는 불륜이라고 보겠지만정신없이 애키우고 직장다니고 30대다 보내고나를 잊고 애엄마 애아빠로 바쁘게 살다가 40대되면 이영화는 단순한 불륜의 영화로 느껴지진않네요. 맘이 아퍼서 참 현실적인 삶과 오롯이 나만을 생각하는 사랑...번뇌하죠 누군 책임감이라는 단어로 자기를 누르고 가정을 택하고,누군가는...또다른생각을 하고감독님 상업적이진않는게 이해안되지만 좋은 영화..계속 찍어주세요",10,19790108,남과 여
7335,공조2: 인터내셔날,중간에 보다가 나올 정도로 재미없진 않아요. ,6,20215601,공조2: 인터내셔날
7337,늑대사냥,배우들 수 반빼고 갑자기 죽이는거 (장영란이나 정소민) 빼고 박호산처럼 스토리있게 프레데터 살상식으로 갔으면 괘안았을텐데,4,20211472,늑대사냥
7338,늑대사냥,배 위에서 일어나는 범죄자 VS 경찰 대립인줄 알고 초반까지는 재밌게 봤습니다. 후반에 괴물이 나오고나서 흥미가 떨어지고 실망했습니다.,2,20211472,늑대사냥
7339,스카이 크롤러,분위기가 있다.,7,20101067,스카이 크롤러
7341,늑대사냥,음 격투씬은 좀 아쉽네요이건 대놓고 고어 영화개인적으론 좀 별로아쉬운 점이 좀 많네요,6,20211472,늑대사냥
7342,컴백홈,완전감동 굿이네요 눈ㅇ물뚝둑,10,20217624,컴백홈
7343,늑대사냥,서인국까지 재밌게봤습니다.,2,20211472,늑대사냥
7344,늑대사냥,희대의 망작이네 이런 영화는 또 안나올 것 같네요 나와서는 안되죠..피만 엄청튀어서 기분만 더럽고 뭔 영화인지 모르겠네 ㅋㅋㅋ,1,20211472,늑대사냥
7346,나를 죽여줘,"실제를 잘 반영하면서도 감동, 스토리가 조화로운 영화 ",10,20209349,나를 죽여줘
7347,정직한 후보2,진짜 재미없어요 하… 보지 마세여,1,20219628,정직한 후보2
7348,늑대사냥,이게 뭔 내용인것인가..,2,20211472,늑대사냥
7351,강철비2: 정상회담,정우성(문재인  이   그냥 죽었으면  좋았을걸진짜  이런 말도  감상주의적 나약한 허황된비현실적  좌빨영화 좀  안나왔음 좋겠다그렇게 당해놓고도 북조선을 믿냐한심한 영화네에필로그는  뭐냐문빠프로파간다냐,2,20196271,강철비2: 정상회담
7352,인생은 아름다워,늘 든는 라디오에 배우님들 초대손님으로 나와 알게되어 봤어요. 40대 중반 결혼 10년차 이 영화를 접하고 많은 생각들이 드네요. 남편이랑 같이 봤는데 영화보고 많은 얘기를 하게됐어요. 영화 부부 추전 강추합니다.!!!,8,19990140,인생은 아름다워
7356,인생은 아름다워, 엄마랑 함께 보기 좋은 영화,10,19990140,인생은 아름다워
7359,늑대사냥,공모자들 이후 삽질을 하다가 드디어 초심을 되찾은 듯한 작품을 내놓은 감독. 물론 우리나라 정서상 고어한 장면이 많으면 많을 수록 평점은 깎여져 내려가겠지만 외국에서는 찬사를 받을만한 대작.외국에서도 대부분 b급에서 제작되는데 이런 a급 호화 출연진을 데리고 이런 모험을 한 연출자에게 박수를 보내고 싶다. 최근 영화중에 최고다.,9,20211472,늑대사냥
7360,늑대사냥,이런것도 평을 해야 하나.. 돈은 핏물로 가득한데 이야기꽃은 피지도 못하고 진다. 아무런 볼 가치가 전혀 없는 액션도 아닌 판타지도 아닌.. 시작부터 끝까지 핏물로만 도배를 한다. ,1,20211472,늑대사냥
7361,늑대사냥,"진짜 재밌음.몬스터,악마를 보았다 등등이런 장르 영화 좋아하는사람도많음.평점은 달달하거나 마블 영화 좋아하시는분들이 매긴듯 하네.",10,20211472,늑대사냥
7362,늑대사냥,7광구 이후로 다시 시작된 망작사냥!!!,1,20211472,늑대사냥
7363,늑대사냥,모든게 과하다....,2,20211472,늑대사냥
7364,늑대사냥,눈 꼬맨 최종보스가 범죄도시반장님이였다는게 가장큰 반전이구료.. ,7,20211472,늑대사냥
7365,헤어질 결심,의심할 여지없이 완벽한 로맨스 영화다. 미묘하고 애매한 그 감정을 완전히 느낄 수 있다. ,10,20209654,헤어질 결심
7367,늑대사냥,성인판 마녀. 한국에서 나오기 힘들만큼 잔인해서 좋았음 ,10,20211472,늑대사냥
7368,헤어질 결심,이전 영화보다는 옅어졌지만 잔잔한 파도처럼 우아하게 스며드는 박찬욱 영화만의 무늬가 느껴졌다.,9,20209654,헤어질 결심
7370,인질,그럴듯한 가정과 현실적인 황정민만의 연기. 6.5점 주고싶다만 반올림7점,7,20192194,인질
7373,늑대사냥,음 너무 노잼이에요 잔인하기만하고..,1,20211472,늑대사냥
7374,바이센테니얼 맨,"빈약한 상상력, 강압적인 감정 호소, 말하고자 하는 바는 알겠으나 왜 두 시간씩 써야 하는지 ",4,20000087,바이센테니얼 맨
7375,성월동화,으아 정말 너무너무 좋다! 말도 못하게 좋은 영화다! ost도 정말 끝내주고 홍콩의 밤거리와 장국영... 진짜 너무나 좋음. 눈물을 쥐어짜는 신파일줄 알고 피했었는데 그렇지 않아서 너무너무 좋아하는 영화가 됐다.,10,19990248,성월동화
7377,늑대사냥,ㅋㅋㄱ 갈수록 산으로 가네 ㅋㅋ 재밌었음,10,20211472,늑대사냥
7378,공조2: 인터내셔날,재미쪄용 웃김ㅋㅋㅋㅋ,10,20215601,공조2: 인터내셔날
7379,늑대사냥,돈주고 안봄 진짜 피만 오지게 나옴,2,20211472,늑대사냥
7380,한산: 용의 출현,"이순신 장군의 내면을 무리하게 드러내지 않고, 전쟁 영화로서 &amp;#39;명량&amp;#39;보다 냉철하면서도 짜릿하게 연출된 전투씬이 좋았다.",8,20209343,한산: 용의 출현
7382,암살,이렇게 리뷰를 남기며 역사를 되돌아볼수 있는 시간이 있기까지의 그분들의 희생에 감사할뿐.. 영화자체로서는 상당한 몰입감을 준다.,9,20148851,암살
7384,늑대사냥,우와 이딴걸 2편 만들라고 여지를 남긴다고?,1,20211472,늑대사냥
7385,깊은 밤 갑자기,아... 역시 평점을 믿는게 아녔어 ㅡㅡ이게 뭐가 무섭다는 건지...ㅡㅡ다른건 몰라도 음향이 확 깬다 ..이걸 공포효과로 생각하고 넣은걸까?? 아님 액션으로 생각하고 넣은걸까??이 영화보다 10년도 더 전에 나온 엑소시스트가 왜 더 최신영화같지???,1,19810019,깊은 밤 갑자기
7386,캐릭터,일본영화 잘 안보는편인데 배우 연기도 좋았고 생각보다 재밌게 봤어요 다만 결말이 좀 아쉬운듯..,7,19990115,캐릭터
7387,한산: 용의 출현,영상미 하나만큼은 자연스럽고 흥미롭게 진행되는 역할은 잘하긴했다만 사실과는 달리 국뽕에 너무 심취하게끔 만드는 연출은 별로였던거같아요 실제로 거북선은 들이박기용이 아니었다는사실..,7,20209343,한산: 용의 출현
7388,늑대사냥,너무 잔인하기만 한.. 서인국 주인공인줄 알았는데 아니었음..ㅋ 너무 빨리 죽어서 어이없었음..걍  남자 마녀 같은 느낌.. 근데 마녀보다 별로였음,6,20211472,늑대사냥
7389,정직한 후보2,라미란 특유의 난처한상황 속 코믹 연기는 정말 압권이다 스토리가 유치한 면도 있지만 전편을 즐겁게봤다면 가벼운마음으로 충분히 즐길수 있는 영화임,8,20219628,정직한 후보2
7390,늑대사냥,알파들과 일반인 액션 차등이 부족한듯...알파와 일반인과의 액션과 알파끼리 싸움때의 액션이 다름을 느껴야하는데 그냥 빨리한거 말고 모르겠...차라리 문을 두껍게 만들던지....넣고 싶은건 많고 디테일은 부족하고...도데체 쓸떼없이 인간들 많아... 죄다 죽이려고 넣었나 ..죽을때도 피칠갑..이 영화 제목은 피칠갑이 맞는듯...서인국 연기만 최고,4,20211472,늑대사냥
7394,캐릭터,일본 영화 특유의 판타지적 설정이 가미된 오글거리는 면도 있지만 뚝심있게 밀어붙이는 범죄 스릴러물을 기대했지만 바쿠만과 비슷한 구도로 흘러가는 구조에 극미하게나마 추적극을 다루지만 박진감이 상대적으로 떨어지는 것을 느꼈고 바쿠만은 화려한 컴퓨터 그래픽으로 초현실적인 이미지를 만듦으로서 만화적인 구조에서 자칫하면 현실과는 동떨어져 관객들이 공감하지 못할 수 있는 요소에 참신함을 부여하여 개성을 살렸지만 이번 작은 특출난 요소가 있기 보다는 그냥 무난히 진행되는 웹툰처럼 아무런 문제 없이 볼 순 있지만 기억에 남지는 않는 것 같다 좋은 소재를 무난하게 구현한 것이 오히려 이 영화의 큰 패착으로 작용한 것 같기에 안타깝다...,6,19990115,캐릭터
7395,늑대사냥,아니 시나리오 쓰는 중간에 다들 약을 쳐먹었나....이건 뭐 7광구 + (좆)카터를 섞어놨네..감동도 없고... 쓰잘데기 없이 잔인만 하고  배우들이 아깝다 별점 2점도 아깝다 0점 주고 싶은데 ,2,20211472,늑대사냥
7399,공조2: 인터내셔날,유해진 사람은 조은데 이번에 영기는 영~진짜 재미없음,2,20215601,공조2: 인터내셔날
7400,늑대사냥,이거볼시간에 그냥 영구와 땡칠이를보세요. ,2,20211472,늑대사냥
7401,해리 포터와 불의 잔,"비극적인 결말, 모든게 완벽했던 세드릭 죽음, 죽음의 진실마저 부정당했던 사건",10,20050310,해리 포터와 불의 잔
7407,늑대사냥,전혀 예상치 못한 놀라운 전개. 그러나 결국 산으로 가고 마는..,1,20211472,늑대사냥
7408,늑대사냥,마녀 남자버전ㅋㅋㅋㅋ,6,20211472,늑대사냥
7409,늑대사냥,재밌네요~ 후속편도 기대됨 ㅎ,8,20211472,늑대사냥
7410,육사오(6/45),넘 재밌게 봤어요꼭 보세요,10,20217826,육사오(6/45)
7414,늑대사냥,이거 가장 큰 문제가 연기임.. 서인국 연기 진짜 그렇게 해야겠냐? 지금이 2010년도냐? 시대 지나간 피식웃는 싸이코패스 연기 진짜 아.. 서인국 연기 킹받는게 웃으면서 허세부리는거 진짜 짜증남 드라마에서도 그러더니.. 에휴.. 새로운 연기를 해라..,1,20211472,늑대사냥
7421,늑대사냥,재밌게  봤는데  기대이상  잔인하긴하지만,8,20211472,늑대사냥
7422,늑대사냥,살다살다 이런 쓰레기영화는 처음 봐요~차라리 좀비영화가 낫지~좋은배우들 쓰레기 만든영화!,2,20211472,늑대사냥
7423,늑대사냥,주인공 누군지모름 7878787878,4,20211472,늑대사냥
7425,늑대사냥,잔인하네요..내용이나 마지막 부분이나ma….녀…. ? 좀더 심하긴 하지만..배우들이 너무 안타까웠네요..,1,20211472,늑대사냥
7426,늑대사냥,평점 테러 심하네  좀 잔인해도 좀비영화보다는 덜해서 난볼만했는데  늑대사냥2  나오면 잼있을거같네,10,20211472,늑대사냥
7429,늑대사냥,영화 &amp;#39;마녀&amp;#39; 느낌있음 액션은 뭔가 보여줄려고 하는 것 같은데 안보여줌 괜찮은 배우들 데리고 연기를 시키는게 아니라 그저 죽일려고 만든것같네요 후속작을 위한 영화 넷플릭스 주연 &amp;#39;주원&amp;#39; 배우 나오신 영화 &amp;#39;카터&amp;#39; 보다 훨 볼만함 ,8,20211472,늑대사냥
7430,비정규직 특수요원,한채아씨 나올때마다 연기를 너무 못해서 감정이 다 깨짐….배우 하실거면 최소한 학원이라도 다니시길….,2,20167905,비정규직 특수요원
7431,늑대사냥,재밌는데 왜들 그러지 ㅋㅋ 잔인하긴함,10,20211472,늑대사냥
7433,늑대사냥,서인국 조연이냐 머이리 빨리 뒤지냐,2,20211472,늑대사냥
7434,헌트,간만에  너무 재밌게 봣네요  ,10,20211792,헌트
7436,더 킹,더 탐사 제보자가 감명깊게 본 영화인 것 같다. ,8,20151229,더 킹
7437,더 킹,더 탐사 제보자가 감명깊게 본 영화인 것 같다. ,8,20010032,더 킹
7438,인생은 아름다워,오랫만에 한국영화를 봤네요 진짜 감동이..노래도 너무 좋고 처음부터 울고 봣어요마지막까지 울다 나왓네요..그런데 재미잇고 공감되고 이제는 마지막을 병원과 칙칙하고 무거운 분위기로 지내는 시대가 아닌것같습니다 보고난후 다시 보고싶다 생각이.들엇고 나오면서 ost 찾아 애수 반복 듣기.. 40년 살면서 본 영화중 1번 이예요 소장용 니오면 소장하고싶슺니다,10,19990140,인생은 아름다워
7439,늑대사냥,이거 설마 시리즈로 가려는거 아니겠지???ㅋㅋ그런거면 제작진들 김칫국 너무 씨게 들이키신건데…,1,20211472,늑대사냥
7440,마녀(魔女) Part2. The Other One,여주의 액션 연기가 아쉬워요.  서은수씨가 더 좋아보입니다 ,6,20224882,마녀(魔女) Part2. The Other One
7441,정직한 후보2,정직한 후보 1이 너무 재밌어서 기대를 많이 했는데 약간 아쉬웠다...,5,20219628,정직한 후보2
7444,늑대사냥,2022년 최악의 노잼영화,2,20211472,늑대사냥
7449,내 마음의 풍금,수십년전의 기억을 꺼내준 영화풋풋한 이병헌과 소녀 전도연,9,19990077,내 마음의 풍금
7450,대무가,픽미픽미픽미업! 황금목걸이의 주인공은요..!,7,20208101,대무가
7453,스윙키즈,자극적인 것만 찾지 말고 좀....,10,20175547,스윙키즈
7454,귀못,내용이 뭔가 이해가 안되고 롸면도 너무 어지럽게 나오고 집중도 안되네여..ㅠㅠ ,1,20227225,귀못
7456,일라이,명작입니다. 인생작.,10,20100143,일라이
7457,재심,감정컨트롤을 놓아 버린점이나 상황설정이 너무 나간점은 아쉽다 평점 7.8,8,20166421,재심
7461,육사오(6/45),진짜 물개박수치면서 봄,8,20217826,육사오(6/45)
7462,공조2: 인터내셔날,다니엘 헤니 현빈 윤아 눈호강,7,20215601,공조2: 인터내셔날
7464,공조2: 인터내셔날,하히호허햐룛ㄹ효굫교ㅑ,10,20215601,공조2: 인터내셔날
7465,남자가 사랑할 때,황정민 연기 진짜 너무 잘해요ㅠㅠ,10,20137043,남자가 사랑할 때
7468,극장판 헬로카봇: 수상한 마술단의 비밀,아이들이 좋아하는 카봇,10,20226670,극장판 헬로카봇: 수상한 마술단의 비밀
7469,피와 불,흑흑흑힉힉흑힉학훅흑,1,19910003,피와 불
7470,인생은 아름다워,류승룡때문에 봤는데 염정아때문에 울고옴,8,19990140,인생은 아름다워
7471,비스트,말안되는 전개 짜증 시간아까워요,1,20182585,비스트
7472,애프터 미투,역시나 범죄자에게 공감하는 그들,10,20212442,애프터 미투
7475,늑대사냥,경찰들은 그냥 걸뽀~~~,4,20211472,늑대사냥
7476,늑대사냥,정소민하고 그미친아줌마 연기너무:::이질감,2,20211472,늑대사냥
7479,늑대사냥,이거 대박!   이건 2편을 위한 밑밥영화같어. 그런대도 잘만들었어 ^^ 아쉬운건 간호사역에서  섹시한 장면이 나올줄 알았는데 전혀 없어서 아쉬우면서 캐릭터를 못살린거 같아 진짜 쓸모 없는 역이였음. 간호사!!! 나머지는 좋았으~~~~ 후속을 기대할께요... CG너무 많이 넣지 마시고 !!! 이건 분명 후속이 있는 영화임 ,10,20211472,늑대사냥
7480,우묵배미의 사랑,그때나 지금이나 남녀 간의 이루어질 수 없는 사랑... 1부 1처 제도권 아래에서 금지된 사랑의 결말은 늘 사랑을 잃은 사람이 그 모든 걸 책임져야하는 너무 가혹한 결말을 말해준다... ,10,19900023,우묵배미의 사랑
7482,늑대사냥,간호사가 쓸데없이 예쁘다,4,20211472,늑대사냥
7487,마녀(魔女) Part2. The Other One,왜 그러지.. 기술적으로 한국영화가 이정도로 성취했다면 박수쳐줄만하지 않나?,10,20224882,마녀(魔女) Part2. The Other One
7488,늑대사냥,서인국이 주인공 아니에욥 장동윤이 주인공인데 왜 출연 사진목록에 서인국이 먼저있어요?특별출연급인데? 소재는 괜찮은데 장동윤의 과거와 성동일의 과거들 내용이 좀더 구체적이었으면 좋았을텐데 그게좀 아쉽당그래도 재밌게봤덩 볼만하답,10,20211472,늑대사냥
7490,내 마음의 풍금,저시대에는 살아보지는 않았지만 마음이 따뜻하고 지금보다는 사람냄새나는 영화이며 배우들은 연기또한 너무 좋아요. 특히 이병헌의 연기는 언제봐도 빠져들게 만드네요,10,19990077,내 마음의 풍금
7491,늑대사냥,아 진짜  일만하는 전일만반장님  너무하네,2,20211472,늑대사냥
7492,늑대사냥,"피 튀기는게 너무 오바스러운거 빼곤, 괜찮았음 2편 기대됨",8,20211472,늑대사냥
7494,늑대사냥,밑도 끝도 없이 이어지는 이야기에 이게 뭔 내용인가 싶은 영화였다..그 와중에 배우들의 연기는 ,2,20211472,늑대사냥
7495,늑대사냥,시간 낭비 돈 낭비입니다,1,20211472,늑대사냥
7503,육사오(6/45),1000만찍을줄 알았는데 197만머고ㅜㅡ,10,20217826,육사오(6/45)
7508,낮술,결혼전에 바닷가에서 컵라면에 소주도 마셔보고 가족끼리 콧등치기 먹으러 가보게도 만들었던 맛깔난 영화 ,10,20081209,낮술
7510,귀를 기울이면,"마지막에 소설책을 할아버지께 건네주며 위로를 받고서 엉엉 울던 시즈쿠를 보면서 나도 모르게 울었다. 그 마음이 너무나 잘 이해 되기 때문에. 하고 싶은 걸 하고 싶지만 반드시 해야하는 학업. 잘 풀리지도 않고, 누군가는 꿈을 찾고 노력하는 거같은데 나만 제자리 인거 같고. 마냥 이대로 아이로 있고 싶지만 애석하게 나이는 먹어가니 어른이 되기에 겁나고 시간은 흘러가지만 붙잡고싶은 그저 어리고 순수한 마음. 나도 그랬으니 어떻게 눈물이 안 날까",10,20070603,귀를 기울이면
7511,늑대사냥,"와, 장난 아니네. 진짜 살벌하다. 역대급이네. 할말을 잃었다. 새로운 한국 영화의 탄생!!! 중반 이후부터 30분간 입을 다물지를 못하고 봤다. ",9,20211472,늑대사냥
7512,인생은 아름다워,뭔가 감정이입들이 되다보니 눈물 흘리면서 봤네요ㅠ 극장에서 봐야 재대로 즐길수 있을듯요,10,19990140,인생은 아름다워
7514,데자뷰,사랑합니다 덴젤워싱턴,10,20173865,데자뷰
7517,늑대사냥,감독님 다시는 영화만들지 마세요. 투자자들한테 원한있나요? 무슨 영화를 이따위로 만드나요... 너무 심각하네요. ,1,20211472,늑대사냥
7518,맨 온 파이어,사랑합니다 덴젤워싱턴,10,20040670,맨 온 파이어
7519,헌트,의외로 이정재의 첫 감독작이라고는 믿기지 않을 정도로 괜찮았던 연출과 쫄깃했던 긴장감까지 나쁘진 않았음,7,20211792,헌트
7520,대무가, 뻔하지 않은 영화라 더 좋았습니다.연기파 배우들이 맘껏 그 끼를 풀어낼 수 있는장을 마련해준 영화인 것 같아요연출력도 연기력도 모두 인상깊었습니다^^,10,20208101,대무가
7521,낮과 달, 조은지 유다인님정말 감칠맛나게 연기잘하시네요중간중간 많이웃었어요제주도에 가고 싶을만큼 영상미도 잔잔하니 너무보기좋았습니다많이많이 보셨음좋겠네요,10,20211566,낮과 달
7526,타짜,이패가 단풍이 아니라는거에 내돈 모두하고 내손모가지를 건다 쫄리면 뒈지시던지? 후달리냐??,10,20060277,타짜
7529,정직한 후보2,한번 생각해볼만한 내용!정직하게 삽시다,7,20219628,정직한 후보2
7530,오버 더 레인보우,2000년대 초 숨은 멜로 명작,10,20020139,오버 더 레인보우
7531,늑대사냥,"감독, 작가, 연출자는 걍 그만두는 게 좋을 듯",2,20211472,늑대사냥
7532,늑대사냥,에이 진짜 너무하네....특수효과 말고는 볼게 없다. 나머지는 솔직히 창피한수준,1,20211472,늑대사냥
7535,인생은 아름다워,&amp;#39;이 영화 정말 잘되었으면 좋겠다&amp;#39;는 생각이 들었던 건 이 영화가 처음이었습니다.,10,19990140,인생은 아름다워
7537,공조2: 인터내셔날,재밌게 잘봤어요 ㅎㅎ,7,20215601,공조2: 인터내셔날
7538,외계+인 1부,내용의 요지를 이해하기 쉽지 않고 1부 결말은 너무 허무해  차라리 1.2부가 종결 되면  영화개봉 하지.. 라는 생각을 들게한다.2부  나와도 안볼거같다,2,20208446,외계+인 1부
7539,늑대사냥,"장르가 범죄 액션인 줄 알았는데 SF호러물로 갔다가 마지막엔 히어로물이 되네요. 초반에 조연 경찰들이 픽픽 나가떨어져서 무슨 흉악중범죄자 이송하는데 경찰을 저렇게 아마추어처럼 연출했나 했는데, 주연 배우도 소모품처럼 냅다 소모시켜버리네요. 좀 어이가 없었음. 속편이 나올거 같은데 스토리 전개상 좀 기대되긴 해요.",6,20211472,늑대사냥
7540,대무가,"본의치않게 오늘 하루 휴가를 쓰게되어 뭘 할까 고민하다가 신선한 소재의 새로운 장르, 그리고 타이거JK의음악 참여 얘기를 들은바 있어 보게된 영화..~큰 기대없이 영화를 봤는데 어느순간 끝나있는 시간가는줄 모르고 재밌게 봤던 영화~왜 관객이 이렇게밖에 없었을까 의문이 들었던 영화~요즘 시국이 그 놈의 00법사 탓인지 모르겠지만 사람들이 오해하고 덜 보지않았을까 생각되었던 영화~아직도 보지않은 분들에게  킬링타임으로 추천해드리고 싶네요..머리 아프고 복잡해서 암 생각없어지고 싶을때는 영화관으로 고고~~",10,20208101,대무가
7543,늑대사냥,홍선아 그냥 영화접어라,2,20211472,늑대사냥
7544,롱 리브 더 킹: 목포 영웅,멍청한 의원들은 저격하다 ,10,20198453,롱 리브 더 킹: 목포 영웅
7546,물방울을 그리는 남자,아버지를 오롯이 물방울을 통해 이해합니다,10,20200523,물방울을 그리는 남자
7551,수상한 그녀,웃다 울다 재밌다 다시봐도,10,20131102,수상한 그녀
7552,82년생 김지영,페미들이 하도 난리쳐서 한 번 봤다토악질 할 뻔함. 자기들 추악한 남탓으로 다져진 뇌 속을 면밀히 보여주는 듯 했음;;,1,20191029,82년생 김지영
