,movie,sentence,score,movieCd,movieNm
1997,리멤버,"연기력은 단연 탑이였다고 생각합니다.같은 시대를 같이 오랜기간 살아오며 배우분들의 발전을 쭈욱 지켜보며 깊이 있음에 감동.또한 우리가 경험하지 못한 시대인 일제 식민지 시대의 생각지 못했던, 새로운 관점을 보여주었으며 더 넓은 의미에서 인간본연의 이기적인 모습에 개개인이 어떻게 행동하는지에 대해 다시한번 더 보여준것 같아 자신을 돌아보고 어떻게 살아야 하는가에 대해 다시 한번생각하게 만든 영화.인간은 이기적입니다.특히 현대사회의 얕아진 인간의 간사함은 사회에서 범죄로 이어져 더 많이 양산되고 확산되고 있습니다. 무릇 인간이 금수와 다른 점은 그 이기적인 약육강식의 단순논리를 벗어나 가치를 존중하는 측면이 있기 때문이였습니다.사람이라면 적어도 &amp;#34;양심&amp;#34; 이라는 기준을 가지고 움직여야 하는게 맞겠죠. 법의 잣대는 질서를 위한 일부분이지 전체일 수가 없다는 것을 증명하는 현대에서 리멤버는 그 고민에 충분한 파문을 일으킬 그런 영화였습니다.일제 식민지 시절1. 마지못해 살던 국민2. 독립을 위해 싸우던 국민3. 일제 앞잡이로 살아가던 국민4. 그 시대에 태어난 국민5. 우리나라에 넘어와 살던 일본인등 다양한 부류가 살아왔고 태어났던 1910년~1945년이 현재까지 이어질 수 밖에 없는 이유.35년간 우리 사회에 심어진 씨앗이 단순간에 사라질 수 없음에도 이를 간과한 주장과 마주하는 현대사회.그 시대가 그랬으니 우리는 이해해야 한다면서 독립을 위해 희생한 국민들과 양심때문에 무거운 짐을 안고 살아가는 국민들을 외면한다면 &amp;#34;이미 그 국민들은 나라가 없다&amp;#34; 고 말하고 싶다. 그런 그들이기에 애국심도 없고 애국심이 자신을 배불리느냐, 국가가 자신에게 해준게 무엇이냐며 정작 자신이 밟고 있는 땅조차 의식하지 못하는 발언을 하는 경우도 있다.애인, 애사, 애국은 가정, 기업, 나라 즉 사람이 응당 만들어야 할 주체의 기본단위임을 잊지말아야 할 것이다. 그안에서 인권과 가치늘 찾는 것은 별게이다. ",10,20198461,리멤버
1998,리멤버,역사를 잊은 민족에겐 미래는 없다.과거는 묻고 미래만 바라보자는 친일파들.친일파 척결 프로젝트 가동!,10,20198461,리멤버
1999,카사블랑카,"80주년인데도 세련된 영화,",10,19420001,카사블랑카
2002,자백,"밀실 살인사건의 비밀을 풀어가는 추리영화 스타일도 좋았고 원작영화 각본이 뛰어나서인지 몰입해서 재밌게 봤습니다. 소지섭, 김윤진 배우뿐만 아니라 나나, 최광일배우(최민식배우 동생)의 연기도 뛰어났어요. 눈내리는 산장 배경이 요즘같은 늦가을, 겨울 관람에도 어울립니다.",9,20198429,자백
2003,자백,"밀실 살인사건의 비밀을 풀어가는 추리영화 스타일도 좋았고 원작영화 각본이 뛰어나서인지 몰입해서 재밌게 봤습니다. 소지섭, 김윤진 배우뿐만 아니라 나나, 최광일배우(최민식배우 동생)의 연기도 뛰어났어요. 눈내리는 산장 배경이 요즘같은 늦가을, 겨울 관람에도 어울립니다.",9,20163041,자백
2005,컴백홈,그저 맘이 아플 뿐이네요.... 저 배우들 데리고..,2,20217624,컴백홈
2006,더 킹,연기라고 할만한 사람은 배성우 정도 밖에 없다.,4,20151229,더 킹
2007,더 킹,연기라고 할만한 사람은 배성우 정도 밖에 없다.,4,20010032,더 킹
2008,늑대사냥,이정도 임팩트면 초반은 서인국 후반은 최귀화 주연으로 해놔야함..   그리고 장동윤이랑 김다미랑 결혼하면 한국인 어벤져스 히어로 가능ㅋㅋ,2,20211472,늑대사냥
2009,자백,넘 재미있게 봤어요. 연기자들이 연기를 잘해서 몰입해서 봤어요. 추천합니다.,10,20198429,자백
2010,자백,넘 재미있게 봤어요. 연기자들이 연기를 잘해서 몰입해서 봤어요. 추천합니다.,10,20163041,자백
2012,카사블랑카,재미있어요,8,19420001,카사블랑카
2013,카사블랑카,재미있어요,8,19420001,카사블랑카
2014,카사블랑카,재미있어요,8,19420001,카사블랑카
2015,리멤버,리멤버,6,20198461,리멤버
2020,리멤버,보고싶은 영화라 개봉첫날 보러갔어요~연기자들 연기야 나무랄데 없고늘 느끼는 거지만 아픈 과거는 역시 가슴아프네요~일본앞잡이들 호위호식하는 거 넘 보기싫어요~힘있는 우리나라가 되길~~,8,20198461,리멤버
2022,리멤버,친일 한 인간들은 후대손손 떵떵거리며 살고 있고 독립군 자손들은 생활비에 허덕이며 산다는게  참 안타까운 일 입니다. ,10,20198461,리멤버
2023,굿 윌 헌팅,인생에 이런 영화가 있으니 다행..,10,19980089,굿 윌 헌팅
2024,캐릭터,"세카오와 팬으로 후카세가 나온다길래 개봉 첫날 갔는데 지방이라서 그런지 저 포함 3명 봤어요. ㅠㅠ 스다, 후카세 둘다 연기 너무 잘 했어요. 일본 특유의 독특한 소재가 인상 깊었습니다.",10,19990115,캐릭터
2025,리멤버,완장차고 선량한 주민들 죽창으로 찔러죽이던  빨갱이 앞잡이 암살하는 영화는 안 만드냐? 좌빨ㅅㄲ들의 단골 레퍼토리 영화. ,1,20198461,리멤버
2028,익스펜더블,와..재밌는데 평점머여,10,20100768,익스펜더블
2033,늑대사냥,Ost- 없음.연기- 고어물이랑 배우들 연기랑 전혀 매치가 안됨.스토리- 없음.영상미-없음.연출- 모만하면 피는 왜 분수처럼 솓구치나?도대체 감독은 무엇을 보여주고 싶었던걸까..리얼리티가 전혀없고 인물도 전혀 공감안되고 누가보면 속편인줄..복선을 바닥에 깔아놔도 어느정도 이해가 되게 깔아놔야지 0점짜리임 아 시간아까워...,1,20211472,늑대사냥
2034,자백,진짜 명불허전 김윤진배우님 그리고 나나님 연기처음봤는데 감탄했어요!! 스토리도 탄탄하고 저는 정말 오랜만에 친구랑 재밌게 보고왔어요   ,10,20198429,자백
2035,자백,진짜 명불허전 김윤진배우님 그리고 나나님 연기처음봤는데 감탄했어요!! 스토리도 탄탄하고 저는 정말 오랜만에 친구랑 재밌게 보고왔어요   ,10,20163041,자백
2036,자백,이미 원작을 알고 봤는데도재밌께 봤어요^^,8,20198429,자백
2037,자백,이미 원작을 알고 봤는데도재밌께 봤어요^^,8,20163041,자백
2038,리멤버,기대하고 봐서 그런가.. 별로여서 돈 아까움. 정치성향 영화는 제발 안만들기 바래여,4,20198461,리멤버
2039,리멤버,날이 갈수록 깊어지는 남주혁 연기와 말이 안나오는 80대 필주연기 …. 두 배우의 합이 너무 좋았습니다..손에 땀을 쥐며 재미있어서 숨죽이고 보다가 눈물을 훔치며 영화관을 나왔어요!!오랜만에 재밌는 영화! ,10,20198461,리멤버
2040,뜸부기 새벽에 날다,너무 감명깊게 잘 보았습니다 제 나이 30대 중반밖에 안되었고 제가 태어난 시대 배경도 아닌데 몰입해서 봤네요 참.. 슬프네요 ,10,19840053,뜸부기 새벽에 날다
2041,리멤버,"?다소 잔인한 장면만 아니라면 학교에서 단체관람 보여줬음 좋겠다는 생각이 들더라구요. 역사를 있는 그대로 바라보고, 승자의 역사만이 역사가 아님을 다시 한번 생각하게 합니다.",8,20198461,리멤버
2042,자백,원작을 재미있게 본 입장이라 리메이크 영화 &amp;lt;자백&amp;gt;은 같은 흐름과 반전을 가지고 있어서 무난했다. 후반부가 더 이어진 건 좀 아쉽다.,6,20198429,자백
2043,자백,원작을 재미있게 본 입장이라 리메이크 영화 &amp;lt;자백&amp;gt;은 같은 흐름과 반전을 가지고 있어서 무난했다. 후반부가 더 이어진 건 좀 아쉽다.,6,20163041,자백
2046,늑대사냥,유지태 나오는 영화는 믿고 거름,1,20211472,늑대사냥
2047,해피 뉴 이어,평점 주는 인간들 왜 이래    가슴 따뜻해지는 영화는 보기 싫다 이건가??,10,20217807,해피 뉴 이어
2049,자백,아트하우스 배급 영화 보면서 소지섭 배우님께 감사함을 느끼고 있습니다.배우로서 연기한 영화 간만에 봤는데 참 좋았습니다.,10,20198429,자백
2050,자백,아트하우스 배급 영화 보면서 소지섭 배우님께 감사함을 느끼고 있습니다.배우로서 연기한 영화 간만에 봤는데 참 좋았습니다.,10,20163041,자백
2054,정직한 후보2,평주기도 아까운 졸작!,1,20219628,정직한 후보2
2055,자백,원작 본 눈이라... 쏘쏘했음,5,20198429,자백
2056,자백,원작 본 눈이라... 쏘쏘했음,5,20163041,자백
2057,리멤버,어처구니 없을 정도로 치밀하지 못한 복수극에 왜인지 너무나도 쉽게 목숨을 내주는 친일파들,5,20198461,리멤버
2059,늑대사냥,서인국 연기만 좋았다.. 좋은 배우들 데려다 두고. 그런 이상한 스토리를 ㅡㅡ. 잔인하기만 하고. 이도저도 아닌느낌.. 서인국 죽고나서는 더 이상했음  그리고 서인국 문신도 다 지워진거 같아 보였음 ,2,20211472,늑대사냥
2060,자백,연기와 스토리 모두 굿~ 재미 있었어요!,10,20198429,자백
2061,자백,연기와 스토리 모두 굿~ 재미 있었어요!,10,20163041,자백
2065,공조2: 인터내셔날,재밌게 봤슴다 ----,10,20215601,공조2: 인터내셔날
2067,늑대사냥,노잼 걍첨부터 끝까지 피,1,20211472,늑대사냥
2068,자백,간만에 잘잤네요~ㅎㅎ ,2,20198429,자백
2069,자백,간만에 잘잤네요~ㅎㅎ ,2,20163041,자백
2070,리멤버,"오랜 기다림 끝에 사이다 복수도 시원했고두시간이 넘은 러닝타임 순삭했네요.소소한 웃음과 깊은 감동 최고예요!믿고 보는이성민 배우님, 남주혁 배우님연기와 두분의 세월을 뛰어넘는 우정 케미 최고  ",10,20198461,리멤버
2071,정직한 후보2,1편도 별로였지만 2편은 최악이다..,5,20219628,정직한 후보2
2072,늑대사냥,So bad개연성 1도 없는 빌런의 빌런 죽이기,2,20211472,늑대사냥
2074,늑대사냥,그냥 감독 연출. 이거 일반인이 낫겠다 싶더라.,1,20211472,늑대사냥
2077,늑대사냥,B급 고어물이라고 밖엔 생각안든다..;;,3,20211472,늑대사냥
2078,자백,흥미진진 하게 관람했어요~,8,20198429,자백
2079,자백,흥미진진 하게 관람했어요~,8,20163041,자백
2080,늑대사냥,뭐지? 내가 뭘본거죠? 장면은 오로지 붉음의 바다 ,2,20211472,늑대사냥
2081,늑대사냥,이거 만들면 밥값이라도 건졌을까요?? 들인 돈에 비해...델몬트 포도 쥬스만 낭비 하고 ㅠㅠ,2,20211472,늑대사냥
2082,자백,큰 기대 안했는데 몰입도가 높네요~,9,20198429,자백
2083,자백,큰 기대 안했는데 몰입도가 높네요~,9,20163041,자백
2084,자백,연기도 잘하시고 잼있었어요!,8,20198429,자백
2085,자백,연기도 잘하시고 잼있었어요!,8,20163041,자백
2086,자백,스릴있게 잘 관람했어요!,8,20198429,자백
2087,자백,스릴있게 잘 관람했어요!,8,20163041,자백
2088,늑대사냥,뭐든지 과하지는 말아야지. 계속되는 피칠갑에 나중엔 감흥도 없다,2,20211472,늑대사냥
2090,자백,몰입감 최고 재밌어요 연출 감독 모두 굿,10,20198429,자백
2091,자백,몰입감 최고 재밌어요 연출 감독 모두 굿,10,20163041,자백
2092,킹메이커,"가벼운 깃털로 생각하고 시작했는데, 날카롭고, 무겁고, 묵직하다...",9,20188441,킹메이커
2093,스타게이저: 아스트로스코프,"콘서트가고 난 후 영화도 봤는데 아스트로 멤버들 넘 귀엽고, 신나고 재밌었습니다! 쿠키영상도 넘 귀여워요ㅜㅜ ",10,20227665,스타게이저: 아스트로스코프
2095,정직한 후보2,국민배우 라미란의 친숙함은 마치 마법같다 감상중 다시금 탄탄한 조연들의 호연과 함께 라미란 배우의 매력에 빠질수있는 종합선물세트 ,10,20219628,정직한 후보2
2097,늑대사냥,너무 하드해서 역겨울정도.. 웬만한거 잘 보는데 이건 너무 심함. 딱 일본 고어 영화 느낌남. 무매력에 잔인함만있는 ㅋㅋㅋ 배우들이 아깝 ,1,20211472,늑대사냥
2099,카사블랑카,당신의 눈동자에 건배,7,19420001,카사블랑카
2101,늑대사냥,"초등학생(남, 10살)이 영화감독 하고싶다며 처음 쓴 시나리오를 가져다 그대로 영화로 만든 것 같아요. 모든 주조연의 대사가 으억 으악 억 이었던 것 같습니다",2,20211472,늑대사냥
2102,늑대사냥,"그나마 액션은 괜찮고 고어물로 신선하다고하는데 둘다 수준이하로 저질이고 한심하다 피칠갑, 피분수, 모든게 어색하고 음향도 과하다",2,20211472,늑대사냥
2105,정직한 후보2,"웃음 반, 빡침 반의 신랄한 풍자",6,20219628,정직한 후보2
2108,비상선언,"아무리 영화 라지만 말도 안되는 시나리오, 배우진이 매우 아깝다",1,20196410,비상선언
2112,자백,원작의 각색을 너무 긴장감 없게 한 거 같다. 한국판이 원작의 텐션을 못 따라오는 듯한 느낌이었고 스토리 전개도 그렇고 결정적인 장면을 너무 허무하게 까버리는 느낌이었고 한국에 맞게 각색을 하려다가 그런 거 일수도 있겠지만 내가 원작을 봐서 그런지 감흥이 없었다. 인간의 추악함이나 민낯을 잘 보여준 건 원작이나 리멬이나 잘 묘사했다. 그래도 배우들 연기가 다들 좋았고 소지섭의 첫 스릴러 영화라는데 너무 잘 어울렸다. 아직도 원작의 결말이 잊을 수가 없을 정도로 임팩트가 강해서 아직도 기억 하는데 한국판 결말은 뭔가 아쉬웠음.. 원작을 안 본 사람들은 충분히 즐길 수 있는 영화..,7,20198429,자백
2113,자백,원작의 각색을 너무 긴장감 없게 한 거 같다. 한국판이 원작의 텐션을 못 따라오는 듯한 느낌이었고 스토리 전개도 그렇고 결정적인 장면을 너무 허무하게 까버리는 느낌이었고 한국에 맞게 각색을 하려다가 그런 거 일수도 있겠지만 내가 원작을 봐서 그런지 감흥이 없었다. 인간의 추악함이나 민낯을 잘 보여준 건 원작이나 리멬이나 잘 묘사했다. 그래도 배우들 연기가 다들 좋았고 소지섭의 첫 스릴러 영화라는데 너무 잘 어울렸다. 아직도 원작의 결말이 잊을 수가 없을 정도로 임팩트가 강해서 아직도 기억 하는데 한국판 결말은 뭔가 아쉬웠음.. 원작을 안 본 사람들은 충분히 즐길 수 있는 영화..,7,20163041,자백
2114,리멤버,친일파를 대변하는 영화로 보임,2,20198461,리멤버
2115,리멤버,통쾌한 복수극! 이성민 연기 장난 아닙니다.,9,20198461,리멤버
2119,늑대사냥,완전 재미있는데???,10,20211472,늑대사냥
2120,스타게이저: 아스트로스코프,????,10,20227665,스타게이저: 아스트로스코프
2121,정직한 후보2,1편때도 그렇고 이영화 특유의 분위기는 좋지만 2편은 좀 아쉬운게 더 많았네요 3편이 나온다면 보고싶지만 더 잘 만들어나왔으면 좋겠어요,6,20219628,정직한 후보2
2124,늑대사냥,"Minus, Minus",1,20211472,늑대사냥
2125,늑대사냥,ji gem watchjon na jae mi ep ecriminal jen bu da juk e ugly monster. DNA sill hemp chae sibal last ending jot gat da ,2,20211472,늑대사냥
2126,리멤버,일뽕 맞은 정신병자들한테 지지마라 틀시탈,10,20198461,리멤버
2127,태안,아픔이 이리 많을줄 미처 알지 못했습니다.,8,20202254,태안
2129,자백,제 점수는 10점입니다.,10,20198429,자백
2130,자백,제 점수는 10점입니다.,10,20163041,자백
2131,리멤버,제 점수는 10점입니다.,10,20198461,리멤버
2133,늑대사냥,콘에어 + 마녀 + 에이리언 vs 프리데터? …ㅠㅠ ,2,20211472,늑대사냥
2135,자백,농담이 아니라 몰입감은 정말 좋았고 꽈배기처럼 맛있었다,10,20198429,자백
2136,자백,농담이 아니라 몰입감은 정말 좋았고 꽈배기처럼 맛있었다,10,20163041,자백
2138,헤어질 결심,"역시 박찬욱, 박해일, 탕웨이",10,20209654,헤어질 결심
