,peopleCd,peopleNm,repRoleNm,filmoNames,movieCd
81604,10067872,존 무어,감독,피닉스,19990130
81607,10031108,벤 루윈,감독,럭키브레이크 ,19970304
81610,20128869,박준기,감독,우리는 그곳에 있었다,20126673
81616,10062188,정재은,감독,말하는 건축 시티:홀,20137584
81621,10019011,뤽 베송,감독,아더와 미니모이 2 : 셀레니아 공주 구출 작전,20100376
81624,10019011,뤽 베송,감독,아더와 미니모이-제1탄비밀원정대의출정,20071015
81628,10034927,샐리 포터,감독,레이지,19930383
81629,10039858,시드니 J. 퓨리,감독,레이지,19930383
81632,10075594,케빈 훅스,감독,블랙독 ,19990183
81634,10086990,하시구치 료스케,감독,나를 둘러싼 것들,20101192
81638,10090683,후지타 요스케,감독,"괜찮아, 정말 괜찮아",20090727
81641,10044445,알레한드로 아메나바르,감독,오픈유어아이즈,19990129
81644,10042638,아키 카우리스마키,감독,과거가 없는 남자,20050270
81647,10048248,에릭 종카,감독,천사들이 꿈꾸는 세상 ,19990201
81650,10083006,페드로 알모도바르,감독,라이브 플래쉬,19970064
81654,10000114,가브리엘 살바토레,감독,치로와 엘리야 ,19950156
81657,10076433,코토 코이치,감독,신설국,20040469
81661,10012559,도날드 페트리,감독,미스틱 피자,19900133
81663,10079546,태준식,감독,춤추는 숲,20120424
81664,10065970,조세영,감독,춤추는 숲,20120424
81665,10089926,홍형숙,감독,춤추는 숲,20120424
81668,10022687,마이크 미첼,감독,듀스 비갈로,20000277
81673,10027141,미셸 공드리,감독,비카인드 리와인드,20081792
81676,10019952,리차드 도너,감독,식스틴블럭,20060089
81680,10053875,유위강,감독,영앤데인저러스 ,19970114
81684,10056644,이영락,감독,이락부기안 ,19940373
81688,10065138,조 차바닉,감독,왓쳐,20000274
81690,10018115,롤랜드 에머리히,감독,스타게이트 ,19940424
81694,10039429,스티븐 소더버그,감독,섹스 거짓말 그리고 비디오테이프,19900189
81713,10013565,딕 포웰,감독,징기스칸,19770081
81714,10013565,딕 포웰,감독,징기스칸,19930096
81715,20170867,루 살바도르,감독,징기스칸,19770081
81716,20170867,루 살바도르,감독,징기스칸,19930096
81717,20170866,마누엘 콘데,감독,징기스칸,19770081
81718,20170866,마누엘 콘데,감독,징기스칸,19930096
81719,20170862,안드레이 보리소프,감독,징기스칸,19770081
81720,20170862,안드레이 보리소프,감독,징기스칸,19930096
81721,20115626,벡지인 바르지냠,감독,징기스칸,19770081
81722,20115626,벡지인 바르지냠,감독,징기스칸,19930096
81726,10023739,M.J. 버세트,감독,솔로몬 케인,20100116
81731,20115559,그레이엄 클리포드,감독,과거 속의 살인 ,19950308
81735,10075538,케빈 코스트너,감독,실버라도 ,19860101
81736,10016290,로렌스 캐스단,감독,실버라도 ,19860101
81740,10039450,스티븐 스필버그,감독,레이더스,19820101
81743,10019335,리 언크리치,감독,토이 스토리 3,20100377
81747,10019335,리 언크리치,감독,토이 스토리 2,20000069
81748,10045578,애쉬 브래넌,감독,토이 스토리 2,20000069
81749,10067668,존 라세터,감독,토이 스토리 2,20000069
81752,10018013,론 언더우드,감독,마이티 조 영,20000132
81757,10046736,얀 드봉,감독,트위스터 ,19960223
81758,10061053,잭 N. 그린,감독,트위스터 ,19960223
81759,10023515,마이클 크라이튼,감독,트위스터 ,19960223
81763,10018065,론 하워드,감독,아폴로 13 ,19950257
81767,10068120,존 아이어스,감독,터커와 플린,19950141
81770,10014887,레니 할린,감독,롱 키스 굿나잇 ,19960356
81771,10037886,쉐인 블랙,감독,롱 키스 굿나잇 ,19960356
81774,10019469,리들리 스콧,감독,델마와 루이스 ,19930253
81778,10019952,리차드 도너,감독,타임라인,20040448
81782,10025996,멜리사 월렉,감독,굿바이 초콜릿,20090671
81783,10030502,버니 골드먼,감독,굿바이 초콜릿,20090671
81786,10038375,스콧 힉스,감독,사랑의 레시피,20070374
81789,10091236,E. 엘리아스 메리지,감독,서스펙트 제로,20050050
81792,10014146,라자 고스넬,감독,"나,너 그리고 우리",20070067
81795,10067843,존 맥티어난,감독,토마스 크라운 어페어 ,19990264
81799,10025898,멜 깁슨,감독,리쎌웨폰 4 ,19980186
81800,10019952,리차드 도너,감독,리쎌웨폰 4 ,19980186
81803,10018065,론 하워드,감독,랜섬 ,19960348
81804,10025898,멜 깁슨,감독,랜섬 ,19960348
81809,10030916,배리 소넨필드,감독,겟 쇼티 ,19960105
81814,10031625,볼프강 페터젠,감독,아웃브레이크 ,19950136
81818,10061132,저스틴 린,감독,패스트 앤 퓨리어스 도쿄 드리프트,20060173
81822,10018183,롭 바우먼,감독,엑스파일,19980184
81825,10051721,요시 와인,감독,데인저 존 ,19960198
81826,10044247,알란 이스트먼,감독,데인저 존 ,19960198
81829,10034927,샐리 포터,감독,올란도 ,19940120
81835,10003329,기타무라 류헤이,감독,버수스,20040561
81840,10025471,맥지,감독,터미네이터 : 미래전쟁의 시작,20090238
81843,10033139,빅터 누네즈,감독,율리스 골드,19990244
81847,10068299,존 카펜터,감독,L.A 2013,19968662
81852,10044293,알란 폴,감독,플랜 B,20100331
81855,10051267,올리비에 메가턴,감독,트랜스포터-라스트 미션,20081809
81860,10019469,리들리 스콧,감독,화이트 스콜 ,19960244
81861,10090818,휴 존슨,감독,화이트 스콜 ,19960244
81864,10044208,알란 스미시,감독,헬레이저 4 블러드라인,19960206
81865,10080603,토마스 L. 칼라웨이,감독,헬레이저 4 블러드라인,19960206
81868,20112351,이자벨 코이젯트,감독,엘레지,20081450
81871,10048721,에스펜 샌버그,감독,밴디다스,20060179
81872,10066430,조아킴 로엔닝,감독,밴디다스,20060179
81879,10024647,마티유 카소비츠,감독,고티카,20040528
81882,10014887,레니 할린,감독,커버넌트,20070191
81885,10047934,에르베 팔뤼드,감독,도시 속의 인디언 ,19950315
81888,10027387,미야자키 하야오,감독,하울의 움직이는 성,20040756
81891,20112814,월터 살레스,감독,중앙역,19990136
81894,20329852,나카니시 마이,감독,하나,20060415
81895,20070799,고레에다 히로카즈,감독,하나,20060415
81896,20273774,오카모토 유사쿠,감독,하나,20060415
81899,10083903,폴 해기스,감독,엘라의 계곡,20080061
81901,10039606,스티븐 헤렉,감독,즐거운 경찰,20050161
81904,10078519,클린트 이스트우드,감독,스페이스 카우보이,20000260
81907,10053313,윌리엄 프리드킨,감독,룰스 오브 인게이지먼트,20000195
81910,10032475,브루스 베레스포드,감독,더블 크라임,19990306
81914,10038911,스튜어트 베이어드,감독,도망자 2 ,19980139
81917,10030916,배리 소넨필드,감독,맨인블랙 ,19970200
81921,10027748,믹 잭슨,감독,볼케이노 ,19970162
81924,10038827,스테판 홉킨스,감독,분노의 폭발,19940407
81927,10045831,앤드류 데이비스,감독,해리슨 포드의 도망자,19930214
81930,10045831,앤드류 데이비스,감독,언더씨즈,19920333
81933,10011645,데이빗 그린,감독,아팟치,19900360
81934,10083964,폴 F. 에드워즈,감독,아팟치,19900360
81937,10056764,이와이 슌지,감독,4월 이야기,20030272
81941,10031785,브라이언 로빈스,감독,그들만의 계절,19990262
81945,20115186,존 피에프로,감독,헨드릭스,19990245
81949,10022687,마이크 미첼,감독,서바이빙 크리스마스,20040746
81953,10066632,조엘 슈마허,감독,8미리,19990141
81957,10055304,이마무라 쇼헤이,감독,간장선생,19980047
81961,10054096,유키사다 이사오,감독,그 남자가 아내에게,20100774
81966,10027387,미야자키 하야오,감독,천공의 성 라퓨타,20040549
81969,10078541,키넌 아이보리 웨이언스,감독,무서운 영화,20000239
81975,10064512,제제 다카히사,감독,블레임 : 인류멸망 2011,20090079
81980,10007194,나카시마 테츠야,감독,파코와 마법 동화책,20100387
81984,10034505,사카모토 준지,감독,어둠의 아이들,20100106
81986,10054096,유키사다 이사오,감독,오늘의 사건사고,20060078
81989,10023936,마츠오카 조지,감독,"안녕, 쿠로",20070368
81991,10038377,스콧 힐렌브랜드,감독,킹 코브라,19990315
81992,10012255,데이빗 힐렌브랜드,감독,킹 코브라,19990315
81996,10068681,존 G. 어빌드센,감독,인페르노 ,19990283
81999,10016718,로버트 버틀러,감독,터뷸런스,19980130
82001,20187247,박혁지,감독,안녕?! 오케스트라,20132805
82002,20185842,연왕모,감독,안녕?! 오케스트라,20132805
82003,10057717,이철하,감독,안녕?! 오케스트라,20132805
82011,10056145,이수성,감독,전망 좋은 집,20126581
82012,10087738,한종훈,감독,전망 좋은 집,20126581
82016,10091439,J.S. 카돈,감독,블랙 데이 블루 나이트 ,19960117
82019,10044786,알렉스 라이트,감독,퍼스트 나인 하프 위크,19990214
82022,10013583,딘 데블로이스,감독,드래곤 길들이기,20100190
82025,10024036,마크 네빌딘,감독,게이머,20090555
82026,10031946,브라이언 테일러,감독,게이머,20090555
82031,10060910,잭 스나이더,감독,300,20070033
82033,10046764,얀 사뮤엘,감독,마이 쎄시 걸,20081518
82036,10078519,클린트 이스트우드,감독,아버지의 깃발,20070013
82039,10032475,브루스 베레스포드,감독,파라다이스로드,19970218
82042,10081788,팀 버튼,감독,팀버튼의 화성침공 ,19970139
82045,10039606,스티븐 헤렉,감독,101 달마시안,19960361
82046,10068630,존 휴즈,감독,101 달마시안,19960361
82050,10039589,스티븐 프리어스,감독,메리 라일리 ,19960191
82051,10077687,크리스토퍼 햄튼,감독,메리 라일리 ,19960191
82058,20178842,에드가르도 비에렉,감독,위험한 정사,19880192
82059,20165880,카를레스 토라스,감독,위험한 정사,19880192
82060,10045519,애드리안 라인,감독,위험한 정사,19880192
82061,10064021,제임스 디어든,감독,위험한 정사,19880192
82065,10018049,론 클레멘츠,감독,보물성,20020004
82066,10067849,존 머스커,감독,보물성,20020004
82069,10017380,로빈 버드,감독,피터팬의 리턴 투 네버랜드,20020124
82071,10055569,이반 아탈,감독,동정없는 세상 ,19980242
82072,10048078,에릭 로샹,감독,동정없는 세상 ,19980242
82075,10037870,쉐리 호만,감독,데저트 플라워,20100171
82081,10011680,데이빗 돕킨,감독,웨딩 크래셔,20060038
82084,10080327,토드 필립스,감독,스타스키와 허치,20040544
82089,10076631,콜린 퍼스,감독,아버지를 마지막으로 본 것은 언제입니까?,20081388
82090,10041111,아넌드 터커,감독,아버지를 마지막으로 본 것은 언제입니까?,20081388
82094,10085604,피터 그리너웨이,감독,차례로 익사시키기,20040820
82098,10075435,케빈 레이놀즈,감독,라파누이 ,19950241
82101,10033365,빈센트 워드,감독,내 마음의 지도 ,19950168
82105,10056129,이송희일,감독,불안,20050134
82106,20112892,마누엘 데 올리베이라,감독,불안,20050134
82107,10046642,야스민 아흐마드,감독,불안,20050134
82108,10017264,로베르토 로셀리니,감독,불안,20050134
82114,10010452,더그 라이만,감독,페어 게임 ,19950352
82115,20115593,앤드류 사입스,감독,페어 게임 ,19950352
82123,10085973,피터 잭슨,감독,킹콩,20050324
82124,20110309,머리안 C. 쿠퍼,감독,킹콩,20050324
82125,10047219,어니스트 B. 쇼드색,감독,킹콩,20050324
82126,10067558,존 길러민,감독,킹콩,20050324
82129,10007255,나카타 히데오,감독,링2(2005),20050062
82133,10019469,리들리 스콧,감독,글래디에이터,20000176
82139,10055192,이두용,감독,쌍웅,20125067
82140,10070469,진목승,감독,쌍웅,20125067
82141,10050390,오사원,감독,쌍웅,20125067
82144,10013118,두기봉,감독,더 히어로 ,19990280
82151,20110837,김정현,감독,유리의 성,19990117
82152,10060349,장완정,감독,유리의 성,19990117
82153,10023857,마초성,감독,유리의 성,19990117
82154,10054296,윤삼육,감독,유리의 성,19990117
82157,10051586,왕정,감독,도신불패 ,19980133
82160,10070383,진가신,감독,첨밀밀 ,19970100
82163,10050200,오드리 웰스,감독,투스카니의 태양,20040547
82167,10026945,미나 섬,감독,더블 해피니스 ,19960268
82170,10010194,대니 보일,감독,쉘로우 그레이브 ,19960113
82173,10083006,페드로 알모도바르,감독,키카,19980150
82176,10022931,마이클 레만,감독,고양이와 개에 관한 진실 ,19960297
82180,10064474,제임스 L. 브룩스,감독,애정의 조건 ,19840072
82183,10016919,로버트 잉글런드,감독,위시마스터 ,19990192
82184,10016992,로버트 쿠르츠만,감독,위시마스터 ,19990192
82187,10056764,이와이 슌지,감독,하나와 앨리스,20040704
82191,10064065,제임스 리,감독,아름다운 세탁기,20050157
82194,10085744,피터 맥도널드,감독,리전에어,19990126
82198,10058863,임초현,감독,비스트 스토커 2 - <증인> 두 번째 이야기,20101166
82201,10070469,진목승,감독,뉴 폴리스 스토리,20040790
82204,10070469,진목승,감독,젠엑스 캅,20000191
82208,20184479,양재호,감독,부귀영화,20125289
82209,20245649,조다빈,감독,부귀영화,20125289
82214,10054784,이계벽,감독,아무도 모른다,20050038
82215,20070799,고레에다 히로카즈,감독,아무도 모른다,20050038
82216,20190847,원해수,감독,아무도 모른다,20050038
82224,20354957,이윤지,감독,빅 피쉬,20040462
82225,20210626,박재범,감독,빅 피쉬,20040462
82226,20284769,김정석,감독,빅 피쉬,20040462
82227,10081788,팀 버튼,감독,빅 피쉬,20040462
82233,10023587,마이클 패트릭 킹,감독,섹스 앤 더 시티 2,20100285
82236,10016501,로버트 고든,감독,블루라군,19880153
82237,10014571,랜달 크레이저,감독,블루라군,19880153
82242,20115538,니콜라스 패클러,감독,"러블리, 스틸",20090739
82246,10053313,윌리엄 프리드킨,감독,엑소시스트,19730120
82250,10039672,스파이크 리,감독,썸머 오브 샘,20000130
82253,10075877,켄 산젤,감독,리플레이스먼트 킬러,19980055
82254,10043970,안톤 후쿠아,감독,리플레이스먼트 킬러,19980055
82257,10052035,우디 앨런,감독,마이티아프로디테 ,19970237
82272,10045857,앤드류 레인,감독,론리 하트,19880125
82273,10045857,앤드류 레인,감독,론리 하트,19930365
82274,10020390,리차드 C. 사라피안,감독,론리 하트,19880125
82275,10020390,리차드 C. 사라피안,감독,론리 하트,19930365
82278,10046130,앤디 테넌트,감독,사랑은 다 괜찮아 ,19980146
82281,10056219,이스트반 자보,감독,빙 줄리아,20050272
82285,10022626,마이크 니콜스,감독,너 어느 별에서 왔니?,20010141
82288,10034966,샘 멘데스,감독,아메리칸 뷰티,20000102
82292,10009058,닐 조단,감독,인드림스,19990173
82295,10047731,에드워드 즈윅,감독,비상계엄,19990111
82299,10018168,롭 라이너,감독,대통령의 연인,19950359
82302,10039589,스티븐 프리어스,감독,그리프터스,19930188
82305,10033855,사라 로버슨,감독,나누와 실라의 대모험,20070309
82306,10041274,아담 라베치,감독,나누와 실라의 대모험,20070309
82309,10068120,존 아이어스,감독,샤도우 체이서 3 ,19950199
82310,10008885,닉 데이비스,감독,샤도우 체이서 3 ,19950199
82316,20293590,김서영,감독,더 플랜,20174561
82317,20166532,오희정,감독,더 플랜,20174561
82318,20238446,김민주,감독,더 플랜,20174561
82319,20286802,방성준,감독,더 플랜,20174561
82320,10072781,최진성,감독,더 플랜,20174561
82323,10033646,빌리 레이,감독,브리치,20070373
82329,10058765,임정수,감독,바람불면 일어서는 숲,19910081
82333,10004784,김수희,감독,너무합니다,19840001
82334,10007532,남석훈,감독,너무합니다,19840001
82337,10086115,피터 하이암스,감독,레릭 ,19970153
82339,20168100,이정호,감독,굿바이 홈런,20112457
82342,10083439,폴 그린그래스,감독,그린 존,20090948
82345,10078519,클린트 이스트우드,감독,우리가 꿈꾸는 기적: 인빅터스,20100105
82348,10039274,스티븐 개건,감독,시리아나,20060067
82353,10039429,스티븐 소더버그,감독,오션스 트웰브,20048103
82358,10083439,폴 그린그래스,감독,본 슈프리머시,20040615
82361,10001104,게리 골드먼,감독,타이탄 A.E,20000207
82362,10012960,돈 블루스,감독,타이탄 A.E,20000207
82363,10042710,아트 비텔로,감독,타이탄 A.E,20000207
82366,10075491,케빈 스미스,감독,도그마,20000187
82370,10043439,안소니 밍겔라,감독,리플리,20000108
82373,10067591,존 달,감독,라운더스,19990124
82376,10039450,스티븐 스필버그,감독,라이언 일병 구하기,19980211
82379,10013849,라비 L. 바르와니,감독,레인메이커 ,19980195
82380,10084267,프란시스 포드 코폴라,감독,레인메이커 ,19980195
82383,10002176,구스 반 산트,감독,굿 윌 헌팅,19980089
82386,10081084,톰 퍼트남,감독,섹시한 미녀는 괴로워,20100321
82391,20273449,크리스토프 데아크,감독,뮌헨,20060016
82392,10024647,마티유 카소비츠,감독,뮌헨,20060016
82393,10039450,스티븐 스필버그,감독,뮌헨,20060016
82398,10029906,밥 클락,감독,포키스,20111959
82399,10024480,마크 헤리어,감독,포키스,20111959
82402,10084758,프랭크 코라치,감독,워터보이,19990293
82407,10012918,돈 루스,감독,디아볼릭 ,19960164
82408,10063015,제레미아 체칙,감독,디아볼릭 ,19960164
82412,10008020,노만 주이슨,감독,남의 돈,19940079
82415,10075476,케빈 브레이,감독,워킹 톨,20040668
82419,20315335,애론 우들리,감독,스파키,20182221
82420,10040004,아론 우들리,감독,스파키,20182221
82422,10023966,마커스 니스펠,감독,텍사스 전기톱 연쇄살인사건,20040638
82427,10059405,자크 리베트,감독,알게 될거야,20040468
82430,10068828,죠세페 토르나또레,감독,스타 메이커 ,19960158
82434,10044288,알란 파커,감독,에비타 ,19970088
82437,10077687,크리스토퍼 햄튼,감독,캐링턴 ,19970297
82441,10008476,니시타니 히로시,감독,용의자 X의 헌신,20090192
82444,10033540,빌 우드러프,감독,허니 ,20040506
82448,10033611,빌 필립스,감독,그냥 파봤어 ,19950204
82451,10050546,오시마 나기사,감독,열정의 제국,20000272
82454,10086138,피터 호윗,감독,사랑에 빠지는 아주 특별한 법칙,20040723
82457,10023278,마이클 앱티드,감독,007 언리미티드,20000070
82460,10067085,조지 밀러,감독,로빈슨크루소 ,19970311
82461,10015906,로드 하디,감독,로빈슨크루소 ,19970311
82466,10017708,로저 도널드슨,감독,단테스피크 ,19970101
82469,10024769,마틴 캠벨,감독,007 골든 아이 ,19950356
82474,10012049,데이빗 잭슨,감독,나이트 워치 ,19950262
82475,10031992,브라이언 G. 휴튼,감독,나이트 워치 ,19950262
82477,10082650,패트릭 스튜어트,감독,핵 살인특급 ,19940207
82480,10012056,데이빗 주커,감독,무서운 영화 4,20060246
82483,10052686,웨스 크레이븐,감독,스크림 3,20000149
82486,10014146,라자 고스넬,감독,25살의 키스,20000103
82491,10052686,웨스 크레이븐,감독,스크림 2 ,19990203
82494,10013516,디파 메타,감독,아쉬람,20090755
82499,10070440,진덕삼,감독,퍼플 스톰,20000220
82503,10027380,미야자키 고로,감독,게드전기 : 어스시의 전설,20060212
82506,10069524,줄리언 재롤드,감독,비커밍 제인,20070456
82509,10064101,제임스 맨골드,감독,처음 만나는 자유,20000189
82512,10066368,조스 웨던,감독,에일리언 4,19980054
82513,10059987,장 피에르 주네,감독,에일리언 4,19980054
82516,10066006,조셀린 무어하우스,감독,아메리칸 퀼트,19970148
82523,10070833,질리안 암스트롱,감독,작은 아씨들 ,19950124
82524,10017393,로빈 스위코드,감독,작은 아씨들 ,19950124
82525,10067220,조지 쿠커,감독,작은 아씨들 ,19950124
82527,10000103,가브리엘 무치노,감독,나에게 유일한,20040629
82535,10084230,프란시스 로렌스,감독,헝거게임: 캣칭 파이어,20138544
82540,10001139,게리 로스,감독,헝거게임: 판엠의 불꽃,20124127
82542,10077956,크리스틴 라티,감독,마이 퍼스트 미스터,20040764
82546,10067555,존 글렌,감독,007 유어 아이스 온리,19820119
82549,10018668,루이스 브뉘엘,감독,욕망의 모호한 대상,19770001
82552,10014887,레니 할린,감독,엑소시스트: 더 비기닝,20040731
82554,20115557,크지슈토프 키에슬로프스키,감독,살인에 관한 짧은 필름,19970209
82557,10031625,볼프강 페터젠,감독,네버 앤딩 스토리,19880156
82559,10056085,이세일,감독,맛있는 사랑공식-섹스,20134705
82562,10000114,가브리엘 살바토레,감독,애즈 갓 커맨즈,20100097
82564,10006599,카트린느 브레이야,감독,섹스 이즈 코메디,20040661
82566,20115508,밀초 만체드스키,감독,비포 더 레인 ,19950203
82570,20114251,톰 티크베어,감독,롤라 런,19990179
82574,10012098,데이빗 켈로그,감독,형사 가제트 ,19990237
82579,10091547,P.J. 호건,감독,내 남자친구의 결혼식,19970316
82582,10009058,닐 조단,감독,푸줏간 소년 ,19990213
82585,10012653,도로시 아즈너,감독,나나,20060064
82586,10050905,오타니 겐타로,감독,나나,20060064
82591,10050553,오시이 마모루,감독,스카이 크롤러,20101067
82594,10062837,제라르 피레,감독,마하 2.6: 풀스피드,20070050
82598,10085021,프레드랙 안토니제빅,감독,세이비어 ,19990255
82602,10031718,브누와 쟉꼬,감독,언터처블,19890288
82603,10011385,데이빗 마멧,감독,언터처블,19890288
82604,10031773,브라이언 드 팔마,감독,언터처블,19890288
82610,10027427,미이케 다카시,감독,착신아리,20040605
82611,10048111,에릭 바레트,감독,착신아리,20040605
82614,10082549,패트리스 셰로,감독,여왕 마고 ,19940366
82617,20115168,알렉산드르 쟈르뎅,감독,팡팡,19940092
82623,10087658,한영희,감독,두 개의 문,20112443
82624,10089864,홍지유,감독,두 개의 문,20112443
82625,10058080,이혁상,감독,두 개의 문,20112443
82626,10005439,김일란,감독,두 개의 문,20112443
82631,10037644,수잔 스트로맨,감독,프로듀서스,20060071
82634,10001678,고어 버빈스키,감독,마우스헌트,19980056
82635,10083018,페든 파파마이클,감독,마우스헌트,19980056
82638,10052035,우디 앨런,감독,스쿠프,20070008
82642,10076631,콜린 퍼스,감독,진주 귀걸이를 한 소녀,20040654
82643,10085956,피터 웨버,감독,진주 귀걸이를 한 소녀,20040654
82646,20111456,이상일,감독,훌라걸스,20070035
82649,10056764,이와이 슌지,감독,언두,20050119
82652,10073065,츠츠미 유키히코,감독,투엘디케이,20050089
82656,10007501,남기남,감독,사랑과 눈물,19910071
82660,20112210,전화성,감독,사랑을 말하다,20129713
82663,10087658,한영희,감독,노라노,20130681
82664,10089864,홍지유,감독,노라노,20130681
82665,10040563,신임호,감독,노라노,20130681
82666,10058080,이혁상,감독,노라노,20130681
82667,10005439,김일란,감독,노라노,20130681
82668,10004664,김성희,감독,노라노,20130681
82670,10014715,러셀 멀케이,감독,레저렉션,19990223
82674,10002850,그레이엄 베이커,감독,전사 베오울프 ,19990190
82677,20115617,끌로드 드베르,감독,맥스와 제레미,19930291
82680,10021266,마누엘 고메즈 페레이라,감독,보카보카,19970169
82683,10032851,비가스 루나,감독,하몽 하몽,19940110
82685,10076631,콜린 퍼스,감독,스위트 룸,20060037
82686,10042694,아톰 에고이안,감독,스위트 룸,20060037
82689,10083622,폴 버호벤,감독,할로우 맨,20000232
82695,10067822,존 맥노튼,감독,와일드씽,19990167
82697,10083442,폴 글레이저,감독,에어 ,19940334
82701,10039430,스티븐 소머즈,감독,반 헬싱,20040580
82704,10056267,이승준,감독,달팽이의 별,20100752
82712,10055192,이두용,감독,배신자,20127346
82713,10021533,마르코 벨로치오,감독,배신자,20127346
82714,10079750,테렌스 영,감독,배신자,20127346
82715,10070203,지저스 프랑코,감독,배신자,20127346
82718,10011950,데이빗 실버맨,감독,"심슨가족, 더무비",20070064
82720,10080026,토니 골드윈,감독,타잔,19990226
82721,10075441,케빈 리마,감독,타잔,19990226
82722,10077092,크리스 벅,감독,타잔,19990226
82724,10051586,왕정,감독,천왕지왕 2000,19990277
82725,10069049,주성치,감독,천왕지왕 2000,19990277
82730,10066934,조정래,감독,두레소리,20111416
82733,10079829,테리 윈저,감독,더 갱스터,20000299
82737,10030459,버나드 로즈,감독,안나까레리나,19970249
82746,10073548,카를로스 살다나,감독,아이스 에이지 2,20060090
82749,10024500,마크 A.Z 디페,감독,스폰,19980169
82754,10038911,스튜어트 베이어드,감독,화이널 디씨전 ,19960133
82758,10063620,제이슨 라이트맨,감독,인 디 에어,20100104
82761,10087089,자움 콜렛 세라,감독,오펀: 천사의 비밀,20090455
82765,10058863,임초현,감독,천선지연 ,19990298
82771,10007658,낸시 마이어스,감독,신부의 아버지 2 ,19960159
82772,10071442,찰스 샤이어,감독,신부의 아버지 2 ,19960159
82776,10068621,존 화이트셀,감독,빅 마마 하우스:근무중 이상무,20060029
82779,10001233,게리 트러스데일,감독,아틀란티스 : 잃어버린 제국,20010221
82780,10075166,커크 와이즈,감독,아틀란티스 : 잃어버린 제국,20010221
82783,20115561,찰스 윌킨스,감독,마이클 빈의 죽음의 표적,19950286
82787,10069049,주성치,감독,성룡의 빅타임,19990134
82788,10001846,곡덕소,감독,성룡의 빅타임,19990134
82791,10055150,이동승,감독,색정남녀,20000116
82795,10061266,전문기,감독,옥보단 2 ,19970244
82798,10027599,미카엘 살로몬,감독,하드레인 ,19980180
82801,10075538,케빈 코스트너,감독,의적 로빈후드,19910259
82802,10075435,케빈 레이놀즈,감독,의적 로빈후드,19910259
82803,10083266,펜 덴샴,감독,의적 로빈후드,19910259
82806,10059836,장 자끄 아노,감독,장미의 이름,19890174
82812,10022625,마이크 뉴웰,감독,해리 포터와 불의 잔,20050310
82815,10039385,스티브 박스,감독,월래스와 그로밋 : 거대토끼의 저주,20050278
82816,10008990,닉 파크,감독,월래스와 그로밋 : 거대토끼의 저주,20050278
82819,10001209,게리 존스,감독,스파이더,20050043
82820,10012121,데이빗 크로넨버그,감독,스파이더,20050043
82824,10009058,닐 조단,감독,사랑의 슬픔 애수,20000145
82827,10016593,로버트 레드포드,감독,퀴즈 쇼 ,19950110
82831,20112654,공귀현,감독,별이 빛나는 밤,20149543
82832,10037555,수유 린,감독,별이 빛나는 밤,20149543
82836,10039606,스티븐 헤렉,감독,돈텔맘,19930294
82840,10076801,쿠엔틴 타란티노,감독,씬 시티,20050084
82841,10084669,프랭크 밀러,감독,씬 시티,20050084
82844,10085239,플로렝 에밀리오 시리,감독,호스티지,20050037
82847,10087101,하워드 더치,감독,나인 야드 2,20050016
82850,10091491,M. 나이트 샤말란,감독,언브레이커블,20000313
82853,10023100,마이클 베이,감독,아마겟돈,19980171
82856,10087979,해롤드 벡커,감독,머큐리 ,19980132
82859,10052650,월터 힐,감독,라스트맨 스탠딩 ,19960278
82862,10077053,크리스 마르케,감독,12 몽키즈,19960132
82863,10079776,테리 길리엄,감독,12 몽키즈,19960132
82867,10065476,조나단 헨스라이,감독,다이 하드 3 ,19950213
82868,10067843,존 맥티어난,감독,다이 하드 3 ,19950213
82871,10076801,쿠엔틴 타란티노,감독,펄프 픽션 ,19940315
82873,10039306,스티븐 E. 드 수자,감독,다이 하드,19880193
82874,10067843,존 맥티어난,감독,다이 하드,19880193
82877,10068387,존 크로울리,감독,보이 A,20090251
82881,10011784,데이빗 맥킨지,감독,영 아담,20040730
82887,10035002,샘 와나메이커,감독,캣트로,20108110
82891,10068066,존 스터지스,감독,황야의 7인,20108880
82896,10012960,돈 블루스,감독,아나스타샤,19970321
82897,10041082,아나톨 리트박,감독,아나스타샤,19970321
82902,10010254,대런 린 보우즈만,감독,쏘우 2,20050351
82906,10060910,잭 스나이더,감독,가디언의 전설,20101006
82910,10086425,필립 노이스,감독,슬리버,19930197
82913,10037350,숀 레비,감독,박물관이 살아있다!,20060319
82915,10080866,톰 맥그라스,감독,마다가스카,20050140
82916,10048039,에릭 다넬,감독,마다가스카,20050140
82919,10086073,피터 패럴리,감독,메리에겐 뭔가 특별한 것이 있다 ,19980220
82920,10028253,바비 패럴리,감독,메리에겐 뭔가 특별한 것이 있다 ,19980220
82922,10052741,웨인 왕,감독,조이 럭 클럽 ,19940086
82927,10038502,스탠리 큐브릭,감독,로리타,20090185
82928,10045519,애드리안 라인,감독,로리타,20090185
82932,10056462,이안,감독,테이킹 우드스탁,20100728
82941,10074326,칼 쉔켈,감독,로스트 시티,19980224
82945,10047458,에단 코엔,감독,번 애프터 리딩,20090171
82946,10066651,조엘 코엔,감독,번 애프터 리딩,20090171
82949,10012198,데이빗 핀처,감독,벤자민 버튼의 시간은 거꾸로 간다,20090024
82952,10044433,알레한드로 곤잘레스 이냐리투,감독,바벨,20070009
82953,10062835,제라르 풀리치노,감독,바벨,20070009
