,peopleCd,peopleNm,repRoleNm,filmoNames,movieCd
45722,20310152,이상훈,감독,숏버스 섬뜩행,20211195
45723,20374986,문정현,감독,숏버스 섬뜩행,20211195
45724,20371617,서준용,감독,숏버스 섬뜩행,20211195
45725,20371586,송원준,감독,숏버스 섬뜩행,20211195
45726,20330745,김승연,감독,숏버스 섬뜩행,20211195
45727,20274989,이승욱,감독,숏버스 섬뜩행,20211195
45728,20288713,허승현,감독,숏버스 섬뜩행,20211195
45729,20326658,정혜연,감독,숏버스 섬뜩행,20211195
45730,20326152,강소연,감독,숏버스 섬뜩행,20211195
45731,20310732,전혜은,감독,숏버스 섬뜩행,20211195
45732,20305010,임현희,감독,숏버스 섬뜩행,20211195
45733,20309317,조유경,감독,숏버스 섬뜩행,20211195
45734,20306989,성민경,감독,숏버스 섬뜩행,20211195
45735,20212650,염지호,감독,숏버스 섬뜩행,20211195
45743,10090450,엘레노어 코폴라,감독,사랑을 위하여,20000157
45744,20225707,쥬세페 M. 가우디노,감독,사랑을 위하여,20000157
45745,10075538,케빈 코스트너,감독,사랑을 위하여,20000157
45746,10034952,샘 레이미,감독,사랑을 위하여,20000157
45747,10066632,조엘 슈마허,감독,사랑을 위하여,20000157
45749,10018065,론 하워드,감독,윌로우,19900253
45750,10067051,조지 루카스,감독,윌로우,19900253
45765,20306711,손지수,감독,뮤직 앤 리얼리티 ,20183642
45775,20306649,신해강,감독,청춘빌라 살인사건,20186647
45776,20189189,방재호,감독,청춘빌라 살인사건,20186647
45777,20295737,임현태,감독,청춘빌라 살인사건,20186647
45778,10089612,홍수동,감독,청춘빌라 살인사건,20186647
45821,20125803,문현성,감독,화려한 휴가,20070209
45822,10005886,김지훈,감독,화려한 휴가,20070209
45823,10043799,안태훈,감독,화려한 휴가,20070209
45824,10007424,나현,감독,화려한 휴가,20070209
45856,10003972,김동원,감독,투사부일체,20050363
45857,10000900,강철우,감독,투사부일체,20050363
45862,10060143,장률,감독,후쿠오카,20197032
45887,10056822,이용주,감독,경성학교: 사라진 소녀들,20141224
45888,10058049,이해영,감독,경성학교: 사라진 소녀들,20141224
45914,10006261,김현석,감독,쎄시봉,20148188
45931,20112191,우문기,감독,이쁜 것들이 되어라,20130481
45932,20175184,권만기,감독,이쁜 것들이 되어라,20130481
45933,10089518,홍석재,감독,이쁜 것들이 되어라,20130481
45934,20143761,한승훈,감독,이쁜 것들이 되어라,20130481
45936,20100264,김진만,감독,황제펭귄 펭이와 솜이,20124933
45937,20127317,김재영,감독,황제펭귄 펭이와 솜이,20124933
45953,20323268,박주영,감독,티끌모아 로맨스,20112762
45954,10005640,김정환,감독,티끌모아 로맨스,20112762
45965,20142138,이도윤,감독,마음이2,20100380
45966,10057321,이정철,감독,마음이2,20100380
45967,10053930,유재완,감독,마음이2,20100380
46027,20225826,이창열,감독,해피 투게더,20189869
46028,20309609,김정환,감독,해피 투게더,20189869
46029,10025900,멜 댐스키,감독,해피 투게더,20189869
46030,10051499,왕가위,감독,해피 투게더,20189869
46046,10049814,연상호,감독,사이비,20131263
46047,10047036,양익준,감독,사이비,20131263
46054,20153842,김도영,감독,더 웹툰: 예고살인,20129114
46055,20231006,최윤태,감독,더 웹툰: 예고살인,20129114
46056,20131018,조선호,감독,더 웹툰: 예고살인,20129114
46057,10062006,정용기,감독,더 웹툰: 예고살인,20129114
46058,10005097,김용균,감독,더 웹툰: 예고살인,20129114
46075,10006129,김태윤,감독,용의자X,20124057
46076,10029969,방은진,감독,용의자X,20124057
46084,10003590,김초희,감독,다른나라에서,20124350
46085,10089497,홍상수,감독,다른나라에서,20124350
46104,20171980,정욱,감독,패밀리,20020233
46105,20141449,고락중,감독,패밀리,20020233
46106,20302149,방수인,감독,패밀리,20020233
46107,20245071,이카 조하네슨,감독,패밀리,20020233
46108,10072794,최진원,감독,패밀리,20020233
46125,20330219,강대호,감독,몽중인,20020091
46126,20330298,김현정,감독,몽중인,20020091
46127,10002249,구정평,감독,몽중인,20020091
46162,10006219,김해곤,감독,이것이 법이다,20010055
46163,10006219,김해곤,감독,이것이 법이다,19770082
46164,10078519,클린트 이스트우드,감독,이것이 법이다,20010055
46165,10078519,클린트 이스트우드,감독,이것이 법이다,19770082
46166,10027801,민병진,감독,이것이 법이다,20010055
46167,10027801,민병진,감독,이것이 법이다,19770082
46168,10023419,마이클 치미노,감독,이것이 법이다,20010055
46169,10023419,마이클 치미노,감독,이것이 법이다,19770082
46170,10079641,테드 포스트,감독,이것이 법이다,20010055
46171,10079641,테드 포스트,감독,이것이 법이다,19770082
46179,10069221,주호성,감독,찜,19980034
46180,10031384,변준석,감독,찜,19980034
46181,10087753,한지승,감독,찜,19980034
46191,10088237,허원,감독,체인지,19960008
46192,10057605,이진석,감독,체인지,19960008
46202,10031384,변준석,감독,고스트 맘마,19960015
46203,10087753,한지승,감독,고스트 맘마,19960015
46217,10029478,박헌수,감독,진짜 사나이,19960056
46218,10070559,진승현,감독,진짜 사나이,19960056
46219,20111601,김태경,감독,진짜 사나이,19960056
46229,10000854,강제규,감독,게임의 법칙,19940020
46230,10060625,장현수,감독,게임의 법칙,19940020
46231,10006219,김해곤,감독,게임의 법칙,19940020
46232,20100703,김건,감독,게임의 법칙,19940020
46243,10049723,여균동,감독,세상 밖으로,19940041
46244,10034505,사카모토 준지,감독,세상 밖으로,19940041
46245,10004771,김수진,감독,세상 밖으로,19940041
46246,10062084,정윤수,감독,세상 밖으로,19940041
46247,20111445,이상우,감독,세상 밖으로,19940041
46255,10057180,이장호,감독,명자 아끼꼬 쏘냐,19920085
46296,20385832,페테르 퍼자카스,감독,더 게임,20071675
46297,20385832,페테르 퍼자카스,감독,더 게임,19980207
46298,10054453,윤인호,감독,더 게임,20071675
46299,10054453,윤인호,감독,더 게임,19980207
46300,10012198,데이빗 핀처,감독,더 게임,20071675
46301,10012198,데이빗 핀처,감독,더 게임,19980207
46302,10072610,최은종,감독,더 게임,20071675
46303,10072610,최은종,감독,더 게임,19980207
46304,20161223,김승록,감독,더 게임,20071675
46305,20161223,김승록,감독,더 게임,19980207
46306,20140497,김지연,감독,더 게임,20071675
46307,20140497,김지연,감독,더 게임,19980207
46320,20329515,이장희,감독,애정결핍이 두 남자에게 미치는 영향,20060283
46321,10004662,김성훈,감독,애정결핍이 두 남자에게 미치는 영향,20060283
46343,10004620,김성제,감독,피도 눈물도 없이,20020083
46344,10028418,박경목,감독,피도 눈물도 없이,20020083
46345,10019069,류승완,감독,피도 눈물도 없이,20020083
46346,10031641,봉준호,감독,피도 눈물도 없이,20020083
46347,10050533,오승욱,감독,피도 눈물도 없이,20020083
46348,10055390,이무영,감독,피도 눈물도 없이,20020083
46349,10061879,정소연,감독,피도 눈물도 없이,20020083
46350,10029224,박종영,감독,피도 눈물도 없이,20020083
46351,10000783,강우석,감독,피도 눈물도 없이,20020083
46361,10040441,신승수,감독,할렐루야,19970028
46362,10062335,정초신,감독,할렐루야,19970028
46363,10078940,킹 비더,감독,할렐루야,19970028
46377,10012688,도리스 되리에,감독,헤어드레서,19950001
46378,20150892,강징,감독,헤어드레서,19950001
46382,10061911,정순애,감독,아주 특별한 변신,19940053
46389,10060246,장선우,감독,화엄경,19930014
46395,10035747,선우완,감독,피와 불,19910003
46405,10058483,임권택,감독,개벽,19910051
46414,10037023,송경식,감독,사방지,19880065
46418,10060246,장선우,감독,성공시대,19880034
46427,10056886,이원세,감독,여왕벌,19860025
46428,10004742,김수동,감독,여왕벌,19860025
46429,10015395,레이널드 맥두걸,감독,여왕벌,19860025
46435,10002015,곽지균,감독,겨울나그네,19860024
46439,10086840,하명중,감독,땡볕,19850051
46449,10050732,오점균,감독,미안해,20050091
46450,10080008,토가시 신,감독,미안해,20050091
46481,10060063,장규성,감독,바람 바람 바람,20153447
46482,20125862,이병헌,감독,바람 바람 바람,20153447
46494,20174885,김그림,감독,그댄 나의 뱀파이어,20148587
46495,20188711,이원회,감독,그댄 나의 뱀파이어,20148587
46546,10014295,라희찬,감독,Mr.아이돌,20113001
46580,20110174,장유정,감독,김종욱 찾기,20101200
46581,20144401,변정욱,감독,김종욱 찾기,20101200
46582,10027774,민규동,감독,김종욱 찾기,20101200
46583,20216966,차지훈,감독,김종욱 찾기,20101200
46604,10029553,박호찬,감독,애자,20090484
46605,20158266,정세교,감독,애자,20090484
46606,10061628,정기훈,감독,애자,20090484
46616,20066385,이상용,감독,불신지옥,20090434
46617,10056822,이용주,감독,불신지옥,20090434
46618,10067370,조철현,감독,불신지옥,20090434
46619,10054407,윤영빈,감독,불신지옥,20090434
46641,20130769,김묘욱,감독,7급 공무원,20081737
46642,20125818,김익로,감독,7급 공무원,20081737
46643,10040658,신태라,감독,7급 공무원,20081737
46644,20112657,임성현,감독,7급 공무원,20081737
46654,10058886,임필성,감독,헨젤과 그레텔,20070643
46655,20205246,에이드리언 노블,감독,헨젤과 그레텔,20070643
46669,10060535,장진,감독,아는 여자,20040583
46670,10014295,라희찬,감독,아는 여자,20040583
46746,10072725,최종태,감독,저 산 너머,20207722
46760,10072680,최정문,감독,오늘,20110322
46761,20123348,소준문,감독,오늘,20110322
46762,10057326,이정향,감독,오늘,20110322
46763,10077748,크리스토퍼 켈너,감독,오늘,20110322
46764,20170260,란 시에라즈키,감독,오늘,20110322
46771,20111258,안재훈,감독,소중한 날의 꿈,20101392
