,movieCd,auditNo,watchGradeNm
0,19960222,96-229,연소자관람불가
0,19960223,96-212,중학생이상관람가
0,19960219,96-38,고등학생이상관람가
0,19960217,96-130,중학생이상관람가
0,19960218,96-203,연소자관람가
0,20050058,2005-F033,15세관람가
0,20060042,2005-F354,15세관람가
0,19960207,96-201,고등학생이상관람가
0,19920387,92-485,중학생이상관람가
0,19980034,K98-96,15세 미만인 자는 관람할 수 없는 등급 
0,19960211,96-206,고등학생이상관람가
0,20060044,2006-F051,12세관람가
0,19980141,K98-93,18세 미만인 자는 관람할 수 없는 등급
0,19960206,96-226,연소자관람불가
0,19960198,96-174,고등학생이상관람가
0,19930387,93-445,연소자관람불가
0,20060038,2006-FDVD2,15세관람가
0,19960199,96-209,연소자관람불가
0,19960200,96-192,연소자관람불가
0,19960035,96-187,연소자관람불가
0,19960202,96-175,고등학생이상관람가
0,20060032,2006-F010,전체관람가
0,19980135,K98-89,15세 미만인 자는 관람할 수 없는 등급 
0,19960037,96-200,연소자관람불가
0,19960194,96-188,고등학생이상관람가
0,20060031,2006-F030,18세관람가
0,19980134,K98-82,15세 미만인 자는 관람할 수 없는 등급 
0,19960033,96-177 ,연소자관람불가
0,19960191,96-148,연소자관람불가
0,19980033,K98-91 ,18세 미만인 자는 관람할 수 없는 등급
0,19960192,96-182,고등학생이상관람가
0,19980139,K98-78,15세 미만인 자는 관람할 수 없는 등급 
0,19980123,K98-86,15세 미만인 자는 관람할 수 없는 등급 
0,19960186,96-150,연소자관람불가
0,19960184,96-91,고등학생이상관람가
0,20100822,2010-F305 ,15세이상관람가
0,19980113,K98-65,모든 관람객이 관람할 수 있는 등급
0,20060024,2006-F029,12세관람가
0,19960182,96-118,고등학생이상관람가
0,19980107,K98-62,15세 미만인 자는 관람할 수 없는 등급 
0,20100800,2010-F299 ,15세이상관람가
0,20060030,2006-F002,18세관람가
0,19960175,96-117,연소자관람불가
0,19960176,96-131,연소자관람불가
0,19960171,96-173,고등학생이상관람가
0,20050351,2006-F006,18세관람가
0,19960179,96-105,연소자관람불가
0,19960048,96-168,연소자관람불가
0,19980106,K98-59,18세 미만인 자는 관람할 수 없는 등급
0,19930050,93-452,연소자관람불가
0,19960170,96-47,연소자관람불가
0,19930044,93-477,연소자관람불가
0,20060029,2006-F028,12세관람가
0,19960169,96-76,고등학생이상관람가
0,19960168,96-154,고등학생이상관람가
0,19960047,96-158,고등학생이상관람가
0,20060023,2006-F035,15세관람가
0,19980029,K98-70,18세 미만인 자는 관람할 수 없는 등급
0,19980114,97-131,고등학생이상관람가
0,19980119,K98-57,12세 미만인 자는 관람할 수 없는 등급
0,19960163,96-134,연소자관람불가
0,19980108,K98-71,18세 미만인 자는 관람할 수 없는 등급
0,19960159,96-77,고등학생이상관람가
0,19960160,96-137,고등학생이상관람가
0,19950047,95-415,연소자관람불가
0,19960149,96-135,연소자관람불가
0,19960151,96-62,연소자관람불가
0,19960148,96-127,연소자관람불가
0,20050360,2005-F341,전체관람가
0,19960146,95-375,연소자관람불가
0,19960141,96-111,고등학생이상관람가
0,19960145,96-103,고등학생이상관람가
0,20100351,2010-F254,전체관람가
0,19960136,96-70,연소자관람불가
0,19980084,97-314,고등학생이상관람가
0,19960128,96-78,연소자관람가
0,19960130,96-51,연소자관람불가
0,19980093,K98-66,15세 미만인 자는 관람할 수 없는 등급 
0,19960124,96-80,고등학생이상관람가
0,19960125,96-93,고등학생이상관람가
0,19960061,96-54,연소자관람불가
0,19960123,96-19,고등학생이상관람가
0,19960117,96-75,연소자관람불가
0,19960119,96-64,연소자관람불가
0,19980087,K98-40,18세 미만인 자는 관람할 수 없는 등급
0,19960121,96-53,연소자관람가
0,20107739,94-457,연소자관람불가
0,19950052,95-369,연소자관람불가
0,19960063,96-12 ,고등학생이상관람가
0,19960114,96-41,연소자관람불가
0,19960111,96-68,연소자관람불가
0,19960110,95-309,연소자관람불가
0,19980090,K98-39,18세 미만인 자는 관람할 수 없는 등급
0,19960108,96-59,연소자관람불가
0,19950015,95-152,연소자관람가
0,19960058,96-39,연소자관람불가
0,19980038,K98-20,모든 관람객이 관람할 수 있는 등급
0,19960097,95-424,연소자관람불가
0,20060012,2006-F020,15세관람가
0,19980079,96-146,연소자관람불가
0,19980066,97-275,연소자관람가
0,20020179,2003-F355,15세관람가
0,19970010,K97-64,모든 관람객이 관람할 수 있는 등급
0,19980068,K98-18,15세 미만인 자는 관람할 수 없는 등급 
0,19980067,K98-6,18세 미만인 자는 관람할 수 없는 등급
0,20060318,2006-F370 ,전체관람가
0,19930256,93-426,연소자관람불가
0,19930255,93-463,중학생이상관람가
0,19980075,K98-19,모든 관람객이 관람할 수 있는 등급
0,19980065,K98-31,15세 미만인 자는 관람할 수 없는 등급 
0,19930057,93-349,연소자관람불가
0,19930051,93-464,연소자관람불가
0,19930381,93-419,고등학생이상관람가
0,19930249,93-433,연소자관람불가
0,19960098,96-35,고등학생이상관람가
0,19960095,95-183,연소자관람불가
0,19960093,96-28,고등학생이상관람가
0,19960087,96-30,고등학생이상관람가
0,19960092,95-219,고등학생이상관람가
0,19960090,96-6,연소자관람불가
0,19950368,95-407,연소자관람불가
0,19960085,96-10,고등학생이상관람가
0,19960080,96-16,고등학생이상관람가
0,19950062,95-340 ,연소자관람불가
0,19960064,96-15,연소자관람가
0,19960078,95-416,연소자관람가
0,19960072,95-426,연소자관람불가
0,20050030,2005-F054,15세관람가
0,20040754,2004-F346,15세관람가
0,20050057,2005-F053,15세관람가
0,20050053,2004-F294,15세관람가
0,20040741,2004-F310,12세관람가
0,20040702,2004-F284,15세관람가
0,20050037,2005-F041,15세관람가
0,20050050,2005-F013,15세관람가
0,20050043,2005-F026,18세관람가
0,20050032,2005-F030,18세관람가
0,20050044,2005-F039,15세관람가
0,20050004,2004-F351,12세관람가
0,20050016,2005-F019,15세관람가
0,20050023,2005-F017,18세관람가
0,20040749,2005-F022,15세관람가
0,20040781,2004-F373,12세관람가
0,20050019,2005-F004,15세관람가
0,20040779,2004-F378,전체관람가
0,20050024,2004-F377,12세관람가
0,20040792,2004-F323,18세관람가
0,20040791,2005-F007,15세관람가
0,20040777,2004-F370,15세관람가
0,20040713,2004-F345,18세관람가
0,20050006,2004-F256,15세관람가
0,20040705,2004-F340,전체관람가
0,20048204,,15세이상관람가
0,20048103,,12세이상관람가
0,20040782,2004-F359,18세관람가
0,19980080,K98-15,18세 미만인 자는 관람할 수 없는 등급
0,19980078,K98-24,15세 미만인 자는 관람할 수 없는 등급 
0,19980052,K98-10,모든 관람객이 관람할 수 있는 등급
0,19980055,K98-2,18세 미만인 자는 관람할 수 없는 등급
0,19980060,K98-14,15세 미만인 자는 관람할 수 없는 등급 
0,19980061,K97-87,15세 미만인 자는 관람할 수 없는 등급 
0,19980056,K97-75,모든 관람객이 관람할 수 있는 등급
0,19980058,K97-42,18세 미만인 자는 관람할 수 없는 등급
0,19970058,K97-84,18세 미만인 자는 관람할 수 없는 등급
0,19930248,93-414,연소자관람불가
0,19930247,93-430,고등학생이상관람가
0,19930246,93-255,고등학생이상관람가
0,19930245,93-421,연소자관람불가
0,20060319,2006-F386,전체관람가
0,20060392,2006-F390,15세이상관람가
0,19930240,93-416,중학생이상관람가
0,19930046,93-409,연소자관람불가
0,19930018,93-205,연소자관람불가
0,19930234,93-403,중학생이상관람가
0,20060354,2006-F375,청소년관람불가
0,19930229,93-142,고등학생이상관람가
0,19930045,93-400,중학생이상관람가
0,19920033,92-337,연소자관람불가
0,19920030,92-361,연소자관람불가
0,19930063,93-371,연소자관람불가
0,19930064,93-382,연소자관람불가
0,19930217,93-342,고등학생이상관람가
0,20090089,2009-F429,12세이상관람가
0,20090787,2009-F385,전체관람가
0,20090688,2009-F383,15세이상관람가
0,20090678,2009-F295,청소년관람불가
0,20090681,2009-F366,전체관람가
0,20081729,2009-F367,청소년관람불가
0,20080398,2009-F364,청소년관람불가
0,20090663,2009-F125,15세이상관람가
0,20090581,2009-F345,청소년관람불가
0,20090582,2009-F349,전체관람가
0,20090596,2009-F354,청소년관람불가
0,20081525,2009-F290,15세이상관람가
0,20100251,2010-F175,12세이상관람가
0,20100201,2010-F140,12세이상관람가
0,20040764,2004-FDVD3,15세관람가
0,20090513,2009-F255,청소년관람불가
0,20060262,2006-F275,12세관람가
0,20040760,2004-F339,18세관람가
0,20060215,2006-F292,전체관람가
0,20090485,2009-F98,청소년관람불가
0,20090449,2009-F188,15세이상관람가
0,20040730,2004-F278,18세관람가
0,20040715,2004-F321,15세관람가
0,20090455,2009-F248,청소년관람불가
0,20090496,2009-F289,15세이상관람가
0,20060237,2006-F254,전체관람가
0,20090330,2009-F276,15세이상관람가
0,20090408,2009-F193,전체관람가
0,20090411,2009-F217,15세이상관람가
0,20090398,2009-F158,청소년관람불가
0,20090061,2009-F48,청소년관람불가
0,20090402,2009-F237,전체관람가
0,20040757,2003-F348,18세관람가
0,20090379,2009-F216,전체관람가
0,20040740,2004-F334,15세관람가
0,20040733,2004-F319,15세관람가
0,20040731,2004-F309,18세관람가
0,20040720,2004-F290,12세관람가
0,20040711,2004-F296,15세관람가
0,20090345,2009-F228,15세이상관람가
0,20090407,2009-F231,12세이상관람가
0,20090303,2009-F197,12세이상관람가
0,20040696,2004-F289,18세관람가
0,20040685,2004-F267,전체관람가
0,20000072,99-F188,12세관람가
0,20000068,99-F167,18세관람가
0,20080400,2009-F103,15세이상관람가
0,20090326,2009-F19,전체관람가
0,19990311,99-F180,18세관람가
0,20090264,2009-F159,전체관람가
0,20090251,2009-F144,청소년관람불가
0,20090238,2009-F153,15세이상관람가
0,19990312,99-F166,18세관람가
0,19990313,K98-150,18세 미만인 자는 관람할 수 없는 등급
0,20090234,2009-F133,15세이상관람가
0,20060246,2006-F191,15세관람가
0,20090265,2009-F151,청소년관람불가
0,19990302,K98-246,18세 미만인 자는 관람할 수 없는 등급
0,20090222,2009-F126,12세이상관람가
0,20060233,2006-F189,15세관람가
0,20090210,2009-F108,15세이상관람가
0,20090205,2009-F97,12세이상관람가
0,20090189,2009-F121,12세이상관람가
0,19920393,92-495,중학생이상관람가
0,20090193,2009-F99,15세이상관람가
0,19990310,99-F170,18세관람가
0,20090192,2009-F89,12세이상관람가
0,19990307,99-F160,18세관람가
0,20090191,2009-F90,15세이상관람가
0,20090217,2009-F92,12세이상관람가
0,19920391,92-499,고등학생이상관람가
0,19920395,92500,연소자관람불가
0,20060232,2006-F204,15세관람가
0,20090090,2009-F53,12세이상관람가
0,19990309,99-F111,18세관람가
0,19990306,99-F153,18세관람가
0,20060140,2006-F234,12세관람가
0,20060240,2006-F248,15세관람가
0,20081456,2008-F473,청소년관람불가
0,20081450,2009-F51,청소년관람불가
0,20090157,2009-F78,15세이상관람가
0,19990298,99-F145,12세관람가
0,20090082,2009-F59,전체관람가
0,20090103,2009-F52,전체관람가
0,19990308,99-F043,12세관람가
0,20090085,2009-F71,15세이상관람가
0,20090043,2009-F55,청소년관람불가
0,19990305,K98-281,모든 관람객이 관람할 수 있는 등급
0,20090063,2009-F31,청소년관람불가
0,20090027,2009-F18,12세이상관람가
0,20090148,2008-F441,전체관람가
0,19930067,92-519,연소자관람가
0,20060197,2006-F209,전체관람가
0,19990276,99-F035,18세관람가
0,19990282,99-F097,12세관람가
0,20090026,2008-F485,15세이상관람가
0,19990295,99-F118,12세관람가
0,20090032,2009-F14,12세이상관람가
0,19990281,99-F136,18세관람가
0,20090019,2008-F487,전체관람가
0,20071013,2008-F475,12세이상관람가
0,19990275,99-F119,12세관람가
0,20081791,2008-F465,전체관람가
0,19990291,99-F031,12세관람가
0,20060158,2006-F122,18세관람가
0,19990290,99-F007,18세관람가
0,19990293,99-091,12세 미만인 자는 관람할 수 없는 등급
0,19920007,92-524,연소자관람가
0,19920004,92-517,고등학생이상관람가
0,19920002,92-514,연소자관람가
0,19920001,92-510,고등학생이상관람가
0,19920005,92-509,연소자관람불가
0,19920016,92-482,연소자관람불가
0,19920010,92-437,고등학생이상관람가
0,19910050,91-183,연소자관람불가
0,19990280,99-F015,18세관람가
0,19920027,92-414,연소자관람불가
0,19990273,99-F062,18세관람가
0,19920026,92-411,연소자관람불가
0,19990288,99-F128,12세관람가
0,19990287,99-F125,12세관람가
0,19920025,92-406,고등학생이상관람가
0,19990272,99-F077,12세관람가
0,19920024,92-400,연소자관람불가
0,19920021,92-391,연소자관람가
0,19920037,92-387,중학생이상관람가
0,19920018,92-386,연소자관람불가
0,19920036,92-384,연소자관람불가
0,19920035,92-375,연소자관람불가
0,19920034,92-372,연소자관람불가
0,19920032,92-369,연소자관람불가
0,19990285,99-F131,18세관람가
0,19990270,99-F096,18세관람가
0,19990284,99-F140,12세관람가
0,19990278,99-F142,12세관람가
0,19920029,92-359,연소자관람불가
0,19920047,92-336,연소자관람불가
0,19920046,92-331,연소자관람불가
0,19920028,92-326,고등학생이상관람가
0,19920044,92-325,연소자관람가
0,19920042,92-315,연소자관람가
0,19990259,K98-47,18세 미만인 자는 관람할 수 없는 등급
0,19920040,92-30,연소자관람불가
0,19990258,96-60,고등학생이상관람가
0,19920053,92-187,고등학생이상관람가
0,19920052,92-184,중학생이상관람가
0,19920050,92-177,연소자관람불가
0,19920049,92-172,고등학생이상관람가
0,19920048,92-170,연소자관람불가
0,19920059,92-164,연소자관람불가
0,19990257,99-F030,18세관람가
0,19990256,99-F105,12세관람가
0,19920060,92-140,연소자관람불가
0,19920068,92-134,연소자관람불가
0,19920066,92-128,고등학생이상관람가
0,19990255,99-F073,18세관람가
0,19920076,92-101,고등학생이상관람가
0,19990268,99-F082,12세관람가
0,19920074,92-87 ,연소자관람불가
0,19920071,92-84,연소자관람불가
0,19990267,99-F084,12세관람가
0,19920070,92-82,연소자관람불가
0,19990254,99-F022,18세관람가
0,19920041,92-77,연소자관람불가
0,19990266,99-F094,12세관람가
0,19990253,99-F079,12세관람가
0,20040676,2004-F263,15세관람가
0,20040681,2004-F266,18세관람가
0,19990265,99-F095,12세관람가
0,20040670,2004-F203,15세관람가
0,20040669,2004-F233,12세관람가
0,19990252,99-F098,12세관람가
0,20040650,2004-F241,12세관람가
0,20040668,2004-F245,15세관람가
0,20040667,2004-F238,18세관람가
0,20040572,2004-F178,15세관람가
0,19990264,99-F099,18세관람가
0,20040581,2004-F142,15세관람가
0,20040636,2004-F248,18세관람가
0,20040532,2004-F088,15세관람가
0,19920080,92-57,고등학생이상관람가
0,19990244,99-F063,12세관람가
0,19920079,92-46,고등학생이상관람가
0,20040623,2004-F168,15세관람가
0,19920078,92-44,연소자관람불가
0,20040615,2004-F218,15세관람가
0,19920083,92-43,연소자관람불가
0,20040618,2004-F200,12세관람가
0,20040645,2004-F191,전체관람가
0,19920088,92-32,연소자관람불가
0,19920087,92-29,고등학생이상관람가
0,20040630,2004-F177,전체관람가
0,19920090,92-20,연소자관람가
0,20040629,2004-F221,15세관람가
0,19990241,99-F018,전체관람가
0,19920096,92_18,기타
0,19920095,92_11,중학생이상관람가
0,20040822,2002-F068,전체관람가
0,19920094,92_3,연소자관람불가
0,19920093,92_2,연소자관람불가
0,19920092,92_1,고등학생이상관람가
0,19990238,99-F048,18세관람가
0,20040614,2004-F213,15세관람가
0,20040573,2004-F190,15세관람가
0,20040455,2004-F037,18세관람가
0,19990247,99-F054,18세관람가
0,20040491,2004-F171,12세관람가
0,19990246,99-F053,
0,19910245,91-193,중학생이상관람가
0,19990239,99-F075,12세관람가
0,20060146,2006-F181,12세관람가
0,20040604,2004-F169,18세관람가
0,20040584,2004-F006,전체관람가
0,20040603,2004-F162,15세관람가
0,20040582,2004-F146,12세관람가
0,20040566,2004-F145,전체관람가
0,20040602,2004-F155,18세관람가
0,20060139,2006-F113,15세관람가
0,20040591,2004-F139,18세관람가
0,19990242,99-F085,18세관람가
0,20040588,2004-F125,15세관람가
0,20040561,2004-F148,18세관람가
0,19990236,99-F072,18세관람가
0,20060148,2006-F188,전체관람가
0,20060181,2006-F038,12세관람가
0,19990233,99-F023,18세관람가
0,20040569,2004-F129,15세관람가
0,20040557,2004-F132,전체관람가
0,20060179,2006-F183,12세관람가
0,20060163,2006-F144,15세관람가
0,20040548,2004-F109,18세관람가
0,20040544,2004-F098,12세관람가
0,20040543,2004-F104,전체관람가
0,20040533,2004-F063,18세관람가
0,19950329,91-251,고등학생이상관람가
0,19990229,K98-184,15세 미만인 자는 관람할 수 없는 등급 
0,20040547,2004-F097,15세관람가
0,19990228,97-269,연소자관람가
0,20040535,2004-F116,12세관람가
0,20040536,2004-F071,15세관람가
0,19910283,91-255,고등학생이상관람가
0,20040524,2004-F093,18세관람가
0,19990223,99-F017,18세관람가
0,19990221,99-F049,18세관람가
0,20040529,2004-F080,15세관람가
0,19990232,99-F050,전체관람가
0,19990227,99-F051,12세관람가
0,19990224,99-F036,12세관람가
0,19990230,99-F060,18세관람가
0,19910293,91-268,연소자관람불가
0,19990214,99-F026,18세관람가
0,19990213,99-104,15세 미만인 자는 관람할 수 없는 등급 
0,19990218,99-F034,18세관람가
0,19990210,K98-299,12세관람가
0,19990206,K98-285,18세 미만인 자는 관람할 수 없는 등급
0,19990211,K98-193,18세 미만인 자는 관람할 수 없는 등급
0,19990205,99-F024,18세관람가
0,19990209,99-F021,18세관람가
0,19930278,91-304,연소자관람불가
0,20113262,2011-F648,전체관람가
0,19970062,99-F012,전체관람가
0,19990204,99-F002,18세관람가
0,19900356,90-394,중학생이상관람가
0,19990202,99-M27,18세관람가
0,20060152,2006-F165,18세관람가
0,20060130,2006-F143,전체관람가
0,19990207,99-F013,12세관람가
0,19920098,91-338,중학생이상관람가
0,20060129,2006-F142,12세관람가
0,19990195,99-F004,18세관람가
0,20060126,2006-F134,12세관람가
0,20060142,2006-F139,15세관람가
0,20060143,2006-F155,15세관람가
0,20060118,2006-F100,18세관람가
0,20060283,2006-F345,15세이상관람가
0,20060113,2006-F102,18세관람가
0,19990190,99-108,15세 미만인 자는 관람할 수 없는 등급 
0,19990186,97-318,연소자관람불가
0,19990200,99-F001,18세관람가
0,19990197,99-076,18세 미만인 자는 관람할 수 없는 등급
0,20060097,2006-F015,15세관람가
0,19990199,99-109,18세 미만인 자는 관람할 수 없는 등급
0,19970135,99-105,15세 미만인 자는 관람할 수 없는 등급 
0,19828145,99-074,18세 미만인 자는 관람할 수 없는 등급
0,20060280,2006-F306,15세관람가
0,20060291,2006-F277,12세관람가
0,19930058,93-350,연소자관람불가
0,19930008,93-267,고등학생이상관람가
0,19930027,93-127,연소자관람불가
0,19940199,94-157,고등학생이상관람가
0,19940171,94-128,연소자관람가
0,19940153,94-105,연소자관람불가
0,19940160,94-101,중학생이상관람가
0,19940149,94-106,중학생이상관람가
0,19940148,94-93,연소자관람불가
0,19940140,94-88,고등학생이상관람가
0,19970220,96-116,고등학생이상관람가
0,19970146,97-93,연소자관람불가
0,19970116,96-109,연소자관람불가
0,19970113,97-38,연소자관람불가
0,19930350,93-273,고등학생이상관람가
0,19930200,93-278,기타
0,19930034,93-48,연소자관람불가
0,19930197,93-269,연소자관람불가
0,19940108,94-33,중학생이상관람가
0,19940100,94-31,고등학생이상관람가
0,20060107,2006-B001,15세관람가
0,20060120,2006-F123,15세관람가
0,19940099,94-23,중학생이상관람가
0,20060065,2006-F088,15세관람가
0,20060087,2006-F079,15세관람가
0,20060103,2006-F110,12세관람가
0,19930342,93-253,연소자관람불가
0,20060091,2006-F090,15세관람가
0,20060099,2006-F094,18세관람가
0,20060072,2006-F032,12세관람가
0,20060079,2006-F097,12세관람가
0,20060175,2006-F179,12세관람가
0,20060052,2005-F366,12세관람가
0,19930190,93-259,연소자관람가
0,19930009,93-271,연소자관람불가
0,20060135,2006-F140 ,15세관람가
0,20060080,2006-F069,전체관람가
0,20060075,2006-B051,15세관람가
0,20060073,2006-F080,15세관람가
0,20040506,2004-F042,15세관람가
0,20040496,2004-F069,전체관람가
0,20060074,2006-F071,전체관람가
0,20040519,2004-F050,12세관람가
0,20060076,2006-F065,15세관람가
0,20040513,2004-F073,12세관람가
0,20040509,2004-F045,12세관람가
0,20060053,2006-F085,12세관람가
0,20040495,2004-F053,15세관람가
0,20040465,2004-F013,15세관람가
0,20040517,2003-F355,15세관람가
0,20060037,2005-F356,18세관람가
0,20040504,2004-F021,전체관람가
0,20050329,2005-F350,18세관람가
0,20060066,2006-F072,전체관람가
0,20040493,2004-F038,12세관람가
0,20060067,2006-F040,15세관람가
0,20060057,2006-FDVD1,12세관람가
0,20050343,2006-F055,전체관람가
0,20060026,2005-F358,15세관람가
0,20060058,2005-F131,15세관람가
0,20050364,2006-FDVD1,전체관람가
0,20060007,2005-F363,전체관람가
0,20050361,2005-F361 ,전체관람가
0,20050352,2005-F272,15세관람가
0,20060027,2005-F018,18세관람가
0,20060014,2005-F357,15세관람가
0,19930001,93-232,연소자관람가
0,20000324,2000-F395,전체관람가
0,19930324,93-223,중학생이상관람가
0,20010109,2000-F348,15세관람가
0,20000321,2000-F377,15세관람가
0,19930010,93-130,연소자관람불가
0,20000316,2000-F357,18세관람가
0,20010102,20000-F352,전체관람가
0,20000313,2000-F358,12세관람가
0,20000312,2000-F340,전체관람가
0,20000310,2000-F124,전체관람가
0,20000309,2000-F356,15세관람가
0,20000306,2000-F244,18세관람가
0,20000302,2000-F350,12세관람가
0,19930313,93-172,고등학생이상관람가
0,19930012,93-146,연소자관람불가
0,19910030,91-67,연소자관람불가
0,20000274,2000-F294,15세관람가
0,20000271,2000-F289,전체관람가
0,20000266,99-029,모든 관람객이 관람할 수 있는 등급
0,20000269,2000-F262,15세관람가
0,19930298,93-138,연소자관람불가
0,19930147,93-158,고등학생이상관람가
0,20000260,2000-F288,12세관람가
0,20000253,2000-F280,18세관람가
0,20000251,2000-F193,15세관람가
0,20000248,2000-F259,15세관람가
0,19960065,2000-F265,15세관람가
0,20000244,2000-F232,15세관람가
0,19930137,93-150,고등학생이상관람가
0,19930036,93-51,고등학생이상관람가
0,19930021,93-91,연소자관람불가
0,19930011,93-147,연소자관람불가
0,19930029,93-23,고등학생이상관람가
0,19940084,94-13,중학생이상관람가
0,19940083,94-2,연소자관람가
0,19940081,94-3,중학생이상관람가
0,20000236,2000-F226,18세관람가
0,20000232,2000-F228,15세관람가
0,20000230,2000-F220,12세관람가
0,20000223,99-F218,18세관람가
0,19930022,93-90,연소자관람불가
0,20000220,2000-F223,15세관람가
0,20000219,2000-F144,15세관람가
0,20000216,2000-F195,12세관람가
0,19930035,93-49,연소자관람불가
0,20000207,2000-F172,전체관람가
0,20000206,2000-F184,12세관람가
0,20040458,2000-F186,12세관람가
0,20000201,2000-F171,15세관람가
0,20000190,2000-F087,12세관람가
0,19930116,93-62,고등학생이상관람가
0,20000189,2000-F068,18세관람가
0,20000186,2000-F146,15세관람가
0,20000185,2000-F140,15세관람가
0,20000182,2000-F134,15세관람가
0,20000178,2000-F115,15세관람가
0,19930024,93-98,연소자관람불가
0,20000174,2000-F132,15세관람가
0,20000173,2000-F131,12세관람가
0,20000169,k98-9,18세 미만인 자는 관람할 수 없는 등급
0,20000168,2000-DVD57,18세관람가
0,20000166,2000-F111,18세관람가
0,19930028,93-20,연소자관람불가
0,19930030,93-37,고등학생이상관람가
0,19930031,93-41,연소자관람불가
0,19930092,93-39,연소자관람가
0,20070642,2007-F416,청소년관람불가
0,20070639,2007-F508,12세이상관람가
0,20070551,2007-F498,전체관람가
0,20070550,2008-FMV00,12세이상관람가
0,20070351,2007-F319,15세이상관람가
0,20070622,2007-F485 ,전체관람가
0,20070499,2007-F468,15세이상관람가
0,20070521,2007-F451,15세이상관람가
0,19990097,2000-F077,18세관람가
0,20000158,2000-F112,전체관람가
0,20000157,2000-F013,12세관람가
0,19920115,91-358,연소자관람불가
0,20000154,99-F171,18세관람가
0,20000149,2000-F098,18세관람가
0,20000145,2000-F091,18세관람가
0,20000135,2000-F080,12세관람가
0,19970061,99-085,18세 미만인 자는 관람할 수 없는 등급
0,19990188,99-095,18세 미만인 자는 관람할 수 없는 등급
0,19990192,K98-250,18세 미만인 자는 관람할 수 없는 등급
0,19990184,K98-169,18세 미만인 자는 관람할 수 없는 등급
0,19990183,99-110,15세 미만인 자는 관람할 수 없는 등급 
0,19910353,91-405,고등학생이상관람가
0,20000131,2000-F033,전체관람가
0,19990159,99-051,15세 미만인 자는 관람할 수 없는 등급 
0,20000130,2000-F085,18세관람가
0,19990166,99-040,15세 미만인 자는 관람할 수 없는 등급 
0,19990181,99-082,15세 미만인 자는 관람할 수 없는 등급 
0,20000128,99-F172,18세관람가
0,19990174,K98-236,모든 관람객이 관람할 수 있는 등급
0,20000125,99-F033,18세관람가
0,19990158,99-062,모든 관람객이 관람할 수 있는 등급
0,19990157,K98-172,18세 미만인 자는 관람할 수 없는 등급
0,19979083,2000-F060,12세관람가
0,19990182,99-069,18세 미만인 자는 관람할 수 없는 등급
0,19990180,99-068,15세 미만인 자는 관람할 수 없는 등급 
0,19990173,99-054,18세 미만인 자는 관람할 수 없는 등급
0,19990179,K98-314,15세 미만인 자는 관람할 수 없는 등급 
0,19990172,99-070,18세 미만인 자는 관람할 수 없는 등급
0,20000120,2000-F040,18세관람가
0,19908554,91-132,중학생이상관람가
0,20000116,2000-F041,18세관람가
0,20000109,99-F207,18세관람가
0,20000107,2000-F049,18세관람가
0,20081518,2008-F112 ,15세이상관람가
0,20070494,2007-F353,청소년관람불가
0,20070495,2007-F358,청소년관람불가
0,20070062,2007-F363,15세이상관람가
0,20070592,2007-F130,15세이상관람가
0,20070424,2007-F327,15세이상관람가
0,19990171,99-092,15세 미만인 자는 관람할 수 없는 등급 
0,20070430,2007-F291,15세이상관람가
0,20070420,2007-F306,15세이상관람가
0,20070428,2007-F172,12세이상관람가
0,19990162,K98-296,18세 미만인 자는 관람할 수 없는 등급
0,20070294,2007-F214,12세이상관람가
0,20070373,2007-F311,15세이상관람가
0,20070374,2007-F301,전체관람가
0,19990161,99-066,12세 미만인 자는 관람할 수 없는 등급
0,20070069,2007-F303 ,12세이상관람가
0,20070419,2007-F200,청소년관람불가
0,19990156,K98-275,18세 미만인 자는 관람할 수 없는 등급
0,20070064,2007-F290,12세이상관람가
0,20070490,2007-F321,청소년관람불가
0,19990155,99-056,15세 미만인 자는 관람할 수 없는 등급 
0,20070085,2007-F171,전체관람가
0,20070306,2007-F292,12세이상관람가
0,19990169,99-058,18세 미만인 자는 관람할 수 없는 등급
0,20070489,2007-F279,청소년관람불가
0,20060425,2007-F259,12세이상관람가
0,20070385,2007-F263 ,전체관람가
0,20070488,2007-F283,청소년관람불가
0,20070304,2007-F277,제한상영가
0,20070317,2007-F270,15세이상관람가
0,20070487,2007-F271,청소년관람불가
0,20070261,2007-F223,전체관람가
0,19990168,99-086,18세 미만인 자는 관람할 수 없는 등급
0,19990177,K98-304,18세 미만인 자는 관람할 수 없는 등급
0,19990176,K98-230,18세 미만인 자는 관람할 수 없는 등급
0,19990175,99-090,18세 미만인 자는 관람할 수 없는 등급
0,19990167,99-064,18세 미만인 자는 관람할 수 없는 등급
0,19990153,99-039,18세 미만인 자는 관람할 수 없는 등급
0,19990146,99-007,18세 미만인 자는 관람할 수 없는 등급
0,19990160,97-302,연소자관람불가
0,19990152,99-063,15세 미만인 자는 관람할 수 없는 등급 
0,19990141,99-033,18세 미만인 자는 관람할 수 없는 등급
0,19990144,99-043,18세 미만인 자는 관람할 수 없는 등급
0,19930015,93-201,연소자관람불가
0,19920009,92-431,연소자관람불가
0,20000105,2000-F055,18세관람가
0,19930274,92-467,고등학생이상관람가
0,20000104,99-049,18세 미만인 자는 관람할 수 없는 등급
0,19990150,99-050,18세 미만인 자는 관람할 수 없는 등급
0,20000103,2000-F029,12세관람가
0,19910148,91-27,연소자관람불가
0,19990130,K98-228,18세 미만인 자는 관람할 수 없는 등급
